symbol,base,quote,exchange,type,active
LTC/USDT,LTC,USDT,kucoin,spot,True
BAX/ETH,BAX,ETH,kucoin,spot,True
BSV/USDT,BSV,USDT,kucoin,spot,True
TRAC/ETH,TRAC,ETH,kucoin,spot,True
QTUM/USDT,QTUM,USDT,kucoin,spot,True
BSV/BTC,BSV,BTC,kucoin,spot,True
XLM/USDT,XLM,USDT,kucoin,spot,True
IOTX/ETH,IOTX,ETH,kucoin,spot,True
TRX/BTC,TRX,BTC,kucoin,spot,True
KNC/BTC,KNC,BTC,kucoin,spot,True
MANA/ETH,MANA,ETH,kucoin,spot,True
ETC/USDT,ETC,USDT,kucoin,spot,True
ONT/ETH,ONT,ETH,kucoin,spot,True
XRP/USDC,XRP,USDC,kucoin,spot,True
XYO/BTC,XYO,BTC,kucoin,spot,True
TRAC/BTC,TRAC,BTC,kucoin,spot,True
XLM/ETH,XLM,ETH,kucoin,spot,True
ETH/USDT,ETH,USDT,kucoin,spot,True
BSV/ETH,BSV,ETH,kucoin,spot,True
TRX/ETH,TRX,ETH,kucoin,spot,True
XLM/BTC,XLM,BTC,kucoin,spot,True
ETC/ETH,ETC,ETH,kucoin,spot,True
XRP/BTC,XRP,BTC,kucoin,spot,True
SNX/USDT,SNX,USDT,kucoin,spot,True
IOTX/BTC,IOTX,BTC,kucoin,spot,True
LTC/ETH,LTC,ETH,kucoin,spot,True
XRP/KCS,XRP,KCS,kucoin,spot,True
LTC/KCS,LTC,KCS,kucoin,spot,True
TEL/ETH,TEL,ETH,kucoin,spot,True
USDT/USDC,USDT,USDC,kucoin,spot,True
ETH/USDC,ETH,USDC,kucoin,spot,True
AVA/BTC,AVA,BTC,kucoin,spot,True
BTC/USDT,BTC,USDT,kucoin,spot,True
XRP/USDT,XRP,USDT,kucoin,spot,True
VET/ETH,VET,ETH,kucoin,spot,True
ETH/BTC,ETH,BTC,kucoin,spot,True
TRX/USDT,TRX,USDT,kucoin,spot,True
ONT/USDT,ONT,USDT,kucoin,spot,True
DASH/ETH,DASH,ETH,kucoin,spot,True
BAX/BTC,BAX,BTC,kucoin,spot,True
AVA/ETH,AVA,ETH,kucoin,spot,True
LTC/BTC,LTC,BTC,kucoin,spot,True
XRP/ETH,XRP,ETH,kucoin,spot,True
VET/USDT,VET,USDT,kucoin,spot,True
SNX/BTC,SNX,BTC,kucoin,spot,True
NEO/BTC,NEO,BTC,kucoin,spot,True
NEO/USDT,NEO,USDT,kucoin,spot,True
ETC/BTC,ETC,BTC,kucoin,spot,True
BTC/USDC,BTC,USDC,kucoin,spot,True
ENJ/ETH,ENJ,ETH,kucoin,spot,True
DASH/BTC,DASH,BTC,kucoin,spot,True
ZIL/ETH,ZIL,ETH,kucoin,spot,True
BCH/BTC,BCH,BTC,kucoin,spot,True
VSYS/BTC,VSYS,BTC,kucoin,spot,True
BCH/USDT,BCH,USDT,kucoin,spot,True
SHR/USDT,SHR,USDT,kucoin,spot,True
ROSE/USDT,ROSE,USDT,kucoin,spot,True
USDC/USDT,USDC,USDT,kucoin,spot,True
PLU/USDT,PLU,USDT,kucoin,spot,True
GRT/USDT,GRT,USDT,kucoin,spot,True
1INCH/USDT,1INCH,USDT,kucoin,spot,True
API3/USDT,API3,USDT,kucoin,spot,True
HTR/USDT,HTR,USDT,kucoin,spot,True
WBTC/BTC,WBTC,BTC,kucoin,spot,True
LTC/USDC,LTC,USDC,kucoin,spot,True
BCH/USDC,BCH,USDC,kucoin,spot,True
HYDRA/USDT,HYDRA,USDT,kucoin,spot,True
CRV/USDT,CRV,USDT,kucoin,spot,True
SUSHI/USDT,SUSHI,USDT,kucoin,spot,True
BSV/USDC,BSV,USDC,kucoin,spot,True
ZEN/USDT,ZEN,USDT,kucoin,spot,True
ADA/USDC,ADA,USDC,kucoin,spot,True
LRC/USDT,LRC,USDT,kucoin,spot,True
LINK/USDC,LINK,USDC,kucoin,spot,True
KLV/USDT,KLV,USDT,kucoin,spot,True
KLV/BTC,KLV,BTC,kucoin,spot,True
THETA/USDT,THETA,USDT,kucoin,spot,True
QNT/USDT,QNT,USDT,kucoin,spot,True
BAT/USDT,BAT,USDT,kucoin,spot,True
DOGE/USDT,DOGE,USDT,kucoin,spot,True
DOGE/USDC,DOGE,USDC,kucoin,spot,True
DAO/USDT,DAO,USDT,kucoin,spot,True
DOGE/BTC,DOGE,BTC,kucoin,spot,True
CAKE/USDT,CAKE,USDT,kucoin,spot,True
ORAI/USDT,ORAI,USDT,kucoin,spot,True
MASK/USDT,MASK,USDT,kucoin,spot,True
KLV/TRX,KLV,TRX,kucoin,spot,True
PHA/USDT,PHA,USDT,kucoin,spot,True
ADA/KCS,ADA,KCS,kucoin,spot,True
DOT/KCS,DOT,KCS,kucoin,spot,True
BNB/KCS,BNB,KCS,kucoin,spot,True
DOGE/KCS,DOGE,KCS,kucoin,spot,True
GAS/USDT,GAS,USDT,kucoin,spot,True
AVAX/USDT,AVAX,USDT,kucoin,spot,True
AVAX/BTC,AVAX,BTC,kucoin,spot,True
KRL/BTC,KRL,BTC,kucoin,spot,True
KRL/USDT,KRL,USDT,kucoin,spot,True
ENJ/USDT,ENJ,USDT,kucoin,spot,True
MANA/USDT,MANA,USDT,kucoin,spot,True
SKEY/USDT,SKEY,USDT,kucoin,spot,True
TARA/USDT,TARA,USDT,kucoin,spot,True
IOST/USDT,IOST,USDT,kucoin,spot,True
ORBS/USDT,ORBS,USDT,kucoin,spot,True
ANKR/USDT,ANKR,USDT,kucoin,spot,True
SAND/USDT,SAND,USDT,kucoin,spot,True
VAIOT/USDT,VAIOT,USDT,kucoin,spot,True
FLUX/USDT,FLUX,USDT,kucoin,spot,True
ZIL/USDT,ZIL,USDT,kucoin,spot,True
DODO/USDT,DODO,USDT,kucoin,spot,True
MAN/USDT,MAN,USDT,kucoin,spot,True
BAX/USDT,BAX,USDT,kucoin,spot,True
BOSON/USDT,BOSON,USDT,kucoin,spot,True
PUNDIX/USDT,PUNDIX,USDT,kucoin,spot,True
WAXP/USDT,WAXP,USDT,kucoin,spot,True
HAI/USDT,HAI,USDT,kucoin,spot,True
FORTH/USDT,FORTH,USDT,kucoin,spot,True
GHX/USDT,GHX,USDT,kucoin,spot,True
TOWER/USDT,TOWER,USDT,kucoin,spot,True
CWS/USDT,CWS,USDT,kucoin,spot,True
XDC/USDT,XDC,USDT,kucoin,spot,True
XDC/ETH,XDC,ETH,kucoin,spot,True
SHIB/USDT,SHIB,USDT,kucoin,spot,True
ICP/USDT,ICP,USDT,kucoin,spot,True
ICP/BTC,ICP,BTC,kucoin,spot,True
CELO/USDT,CELO,USDT,kucoin,spot,True
ELA/USDT,ELA,USDT,kucoin,spot,True
OGN/USDT,OGN,USDT,kucoin,spot,True
OGN/BTC,OGN,BTC,kucoin,spot,True
TLOS/USDT,TLOS,USDT,kucoin,spot,True
GLQ/USDT,GLQ,USDT,kucoin,spot,True
PYR/USDT,PYR,USDT,kucoin,spot,True
PROM/USDT,PROM,USDT,kucoin,spot,True
XCAD/USDT,XCAD,USDT,kucoin,spot,True
ELON/USDT,ELON,USDT,kucoin,spot,True
POLS/USDT,POLS,USDT,kucoin,spot,True
ZCX/USDT,ZCX,USDT,kucoin,spot,True
GMEE/USDT,GMEE,USDT,kucoin,spot,True
SFUND/USDT,SFUND,USDT,kucoin,spot,True
XAVA/USDT,XAVA,USDT,kucoin,spot,True
NFT/USDT,NFT,USDT,kucoin,spot,True
NFT/TRX,NFT,TRX,kucoin,spot,True
AIOZ/USDT,AIOZ,USDT,kucoin,spot,True
LPT/USDT,LPT,USDT,kucoin,spot,True
SOUL/USDT,SOUL,USDT,kucoin,spot,True
NEAR/USDT,NEAR,USDT,kucoin,spot,True
NEAR/BTC,NEAR,BTC,kucoin,spot,True
CFG/USDT,CFG,USDT,kucoin,spot,True
AXS/USDT,AXS,USDT,kucoin,spot,True
ROUTE/USDT,ROUTE,USDT,kucoin,spot,True
XDC/BTC,XDC,BTC,kucoin,spot,True
ERG/USDT,ERG,USDT,kucoin,spot,True
ERG/BTC,ERG,BTC,kucoin,spot,True
SOL/USDT,SOL,USDT,kucoin,spot,True
SLP/USDT,SLP,USDT,kucoin,spot,True
XCH/USDT,XCH,USDT,kucoin,spot,True
MTL/USDT,MTL,USDT,kucoin,spot,True
IOTX/USDT,IOTX,USDT,kucoin,spot,True
GALAX/USDT,GALAX,USDT,kucoin,spot,True
REQ/USDT,REQ,USDT,kucoin,spot,True
QI/USDT,QI,USDT,kucoin,spot,True
XPR/USDT,XPR,USDT,kucoin,spot,True
MOVR/USDT,MOVR,USDT,kucoin,spot,True
WOO/USDT,WOO,USDT,kucoin,spot,True
WILD/USDT,WILD,USDT,kucoin,spot,True
OXT/USDT,OXT,USDT,kucoin,spot,True
BAL/USDT,BAL,USDT,kucoin,spot,True
STORJ/USDT,STORJ,USDT,kucoin,spot,True
STORJ/ETH,STORJ,ETH,kucoin,spot,True
YGG/USDT,YGG,USDT,kucoin,spot,True
SKL/USDT,SKL,USDT,kucoin,spot,True
NMR/USDT,NMR,USDT,kucoin,spot,True
TRB/USDT,TRB,USDT,kucoin,spot,True
DYDX/USDT,DYDX,USDT,kucoin,spot,True
XYO/USDT,XYO,USDT,kucoin,spot,True
GTC/USDT,GTC,USDT,kucoin,spot,True
RLC/USDT,RLC,USDT,kucoin,spot,True
RLC/BTC,RLC,BTC,kucoin,spot,True
XPRT/USDT,XPRT,USDT,kucoin,spot,True
EGLD/USDT,EGLD,USDT,kucoin,spot,True
EGLD/BTC,EGLD,BTC,kucoin,spot,True
HBAR/USDT,HBAR,USDT,kucoin,spot,True
HBAR/BTC,HBAR,BTC,kucoin,spot,True
FLOW/USDT,FLOW,USDT,kucoin,spot,True
NKN/USDT,NKN,USDT,kucoin,spot,True
DMTR/USDT,DMTR,USDT,kucoin,spot,True
CTSI/USDT,CTSI,USDT,kucoin,spot,True
ALICE/USDT,ALICE,USDT,kucoin,spot,True
OPUL/USDT,OPUL,USDT,kucoin,spot,True
ILV/USDT,ILV,USDT,kucoin,spot,True
BAND/USDT,BAND,USDT,kucoin,spot,True
FTT/USDT,FTT,USDT,kucoin,spot,True
P2P/USDT,P2P,USDT,kucoin,spot,True
TLM/USDT,TLM,USDT,kucoin,spot,True
DEXE/USDT,DEXE,USDT,kucoin,spot,True
RUNE/USDT,RUNE,USDT,kucoin,spot,True
RUNE/BTC,RUNE,BTC,kucoin,spot,True
C98/USDT,C98,USDT,kucoin,spot,True
PUSH/USDT,PUSH,USDT,kucoin,spot,True
AGLD/USDT,AGLD,USDT,kucoin,spot,True
NAKA/USDT,NAKA,USDT,kucoin,spot,True
REEF/USDT,REEF,USDT,kucoin,spot,True
INJ/USDT,INJ,USDT,kucoin,spot,True
INJ/BTC,INJ,BTC,kucoin,spot,True
AR/USDT,AR,USDT,kucoin,spot,True
AR/BTC,AR,BTC,kucoin,spot,True
JASMY/USDT,JASMY,USDT,kucoin,spot,True
SUPER/USDT,SUPER,USDT,kucoin,spot,True
CPOOL/USDT,CPOOL,USDT,kucoin,spot,True
MTRG/USDT,MTRG,USDT,kucoin,spot,True
SHIB/DOGE,SHIB,DOGE,kucoin,spot,True
QUICK/USDT,QUICK,USDT,kucoin,spot,True
TRU/USDT,TRU,USDT,kucoin,spot,True
DATA/USDT,DATA,USDT,kucoin,spot,True
ISP/USDT,ISP,USDT,kucoin,spot,True
CERE/USDT,CERE,USDT,kucoin,spot,True
PAXG/USDT,PAXG,USDT,kucoin,spot,True
PAXG/BTC,PAXG,BTC,kucoin,spot,True
AUDIO/USDT,AUDIO,USDT,kucoin,spot,True
ENS/USDT,ENS,USDT,kucoin,spot,True
ATA/USDT,ATA,USDT,kucoin,spot,True
DPR/USDT,DPR,USDT,kucoin,spot,True
TWT/USDT,TWT,USDT,kucoin,spot,True
TWT/BTC,TWT,BTC,kucoin,spot,True
ADX/USDT,ADX,USDT,kucoin,spot,True
GLM/USDT,GLM,USDT,kucoin,spot,True
NUM/USDT,NUM,USDT,kucoin,spot,True
TRADE/USDT,TRADE,USDT,kucoin,spot,True
MONI/USDT,MONI,USDT,kucoin,spot,True
LIKE/USDT,LIKE,USDT,kucoin,spot,True
KAVA/USDT,KAVA,USDT,kucoin,spot,True
SFP/USDT,SFP,USDT,kucoin,spot,True
RSR/USDT,RSR,USDT,kucoin,spot,True
RSR/BTC,RSR,BTC,kucoin,spot,True
IMX/USDT,IMX,USDT,kucoin,spot,True
GODS/USDT,GODS,USDT,kucoin,spot,True
XTAG/USDT,XTAG,USDT,kucoin,spot,True
POND/USDT,POND,USDT,kucoin,spot,True
POND/BTC,POND,BTC,kucoin,spot,True
VR/USDT,VR,USDT,kucoin,spot,True
CREDI/USDT,CREDI,USDT,kucoin,spot,True
TRVL/USDT,TRVL,USDT,kucoin,spot,True
XEC/USDT,XEC,USDT,kucoin,spot,True
HEART/USDT,HEART,USDT,kucoin,spot,True
GAFI/USDT,GAFI,USDT,kucoin,spot,True
PEOPLE/USDT,PEOPLE,USDT,kucoin,spot,True
TIME/USDT,TIME,USDT,kucoin,spot,True
CWEB/USDT,CWEB,USDT,kucoin,spot,True
IOTA/USDT,IOTA,USDT,kucoin,spot,True
IOTA/BTC,IOTA,BTC,kucoin,spot,True
HNT/USDT,HNT,USDT,kucoin,spot,True
REVU/USDT,REVU,USDT,kucoin,spot,True
GLMR/USDT,GLMR,USDT,kucoin,spot,True
CTC/USDT,CTC,USDT,kucoin,spot,True
GARI/USDT,GARI,USDT,kucoin,spot,True
ASTR/USDT,ASTR,USDT,kucoin,spot,True
CVX/USDT,CVX,USDT,kucoin,spot,True
AMP/USDT,AMP,USDT,kucoin,spot,True
XNO/USDT,XNO,USDT,kucoin,spot,True
MARS4/USDT,MARS4,USDT,kucoin,spot,True
TFUEL/USDT,TFUEL,USDT,kucoin,spot,True
METIS/USDT,METIS,USDT,kucoin,spot,True
APE/USDT,APE,USDT,kucoin,spot,True
GMT/USDT,GMT,USDT,kucoin,spot,True
BICO/USDT,BICO,USDT,kucoin,spot,True
STG/USDT,STG,USDT,kucoin,spot,True
BNC/USDT,BNC,USDT,kucoin,spot,True
CFX/USDT,CFX,USDT,kucoin,spot,True
XCN/USDT,XCN,USDT,kucoin,spot,True
ALPINE/USDT,ALPINE,USDT,kucoin,spot,True
T/USDT,T,USDT,kucoin,spot,True
NYM/USDT,NYM,USDT,kucoin,spot,True
VOXEL/USDT,VOXEL,USDT,kucoin,spot,True
SPA/USDT,SPA,USDT,kucoin,spot,True
MV/USDT,MV,USDT,kucoin,spot,True
RACA/USDT,RACA,USDT,kucoin,spot,True
SWFTC/USDT,SWFTC,USDT,kucoin,spot,True
CELR/USDT,CELR,USDT,kucoin,spot,True
AURORA/USDT,AURORA,USDT,kucoin,spot,True
KNC/USDT,KNC,USDT,kucoin,spot,True
OVR/USDT,OVR,USDT,kucoin,spot,True
SYS/USDT,SYS,USDT,kucoin,spot,True
BRISE/USDT,BRISE,USDT,kucoin,spot,True
GST/USDT,GST,USDT,kucoin,spot,True
BSW/USDT,BSW,USDT,kucoin,spot,True
FITFI/USDT,FITFI,USDT,kucoin,spot,True
AKT/USDT,AKT,USDT,kucoin,spot,True
SIN/USDT,SIN,USDT,kucoin,spot,True
BOBA/USDT,BOBA,USDT,kucoin,spot,True
BFC/USDT,BFC,USDT,kucoin,spot,True
MBL/USDT,MBL,USDT,kucoin,spot,True
DUSK/USDT,DUSK,USDT,kucoin,spot,True
USDD/USDT,USDD,USDT,kucoin,spot,True
USDD/USDC,USDD,USDC,kucoin,spot,True
APE/USDC,APE,USDC,kucoin,spot,True
AVAX/USDC,AVAX,USDC,kucoin,spot,True
SHIB/USDC,SHIB,USDC,kucoin,spot,True
TRX/USDC,TRX,USDC,kucoin,spot,True
NEAR/USDC,NEAR,USDC,kucoin,spot,True
ZIL/USDC,ZIL,USDC,kucoin,spot,True
SOL/USDC,SOL,USDC,kucoin,spot,True
ACH/USDT,ACH,USDT,kucoin,spot,True
SCRT/USDT,SCRT,USDT,kucoin,spot,True
SCRT/BTC,SCRT,BTC,kucoin,spot,True
CCD/USDT,CCD,USDT,kucoin,spot,True
LUNC/USDT,LUNC,USDT,kucoin,spot,True
LUNC/USDC,LUNC,USDC,kucoin,spot,True
USTC/USDT,USTC,USDT,kucoin,spot,True
USTC/USDC,USTC,USDC,kucoin,spot,True
GMT/USDC,GMT,USDC,kucoin,spot,True
DOT/USDC,DOT,USDC,kucoin,spot,True
RUNE/USDC,RUNE,USDC,kucoin,spot,True
ATOM/USDC,ATOM,USDC,kucoin,spot,True
BNB/USDC,BNB,USDC,kucoin,spot,True
JASMY/USDC,JASMY,USDC,kucoin,spot,True
KCS/USDC,KCS,USDC,kucoin,spot,True
ALGO/USDC,ALGO,USDC,kucoin,spot,True
LUNA/USDC,LUNA,USDC,kucoin,spot,True
OP/USDT,OP,USDT,kucoin,spot,True
OP/USDC,OP,USDC,kucoin,spot,True
ICX/USDT,ICX,USDT,kucoin,spot,True
ICX/ETH,ICX,ETH,kucoin,spot,True
BTC/BRL,BTC,BRL,kucoin,spot,True
ETH/BRL,ETH,BRL,kucoin,spot,True
USDT/BRL,USDT,BRL,kucoin,spot,True
WELL/USDT,WELL,USDT,kucoin,spot,True
FORT/USDT,FORT,USDT,kucoin,spot,True
USDP/USDT,USDP,USDT,kucoin,spot,True
USDD/TRX,USDD,TRX,kucoin,spot,True
BTC/EUR,BTC,EUR,kucoin,spot,True
ETH/EUR,ETH,EUR,kucoin,spot,True
USDT/EUR,USDT,EUR,kucoin,spot,True
CSPR/USDT,CSPR,USDT,kucoin,spot,True
CSPR/ETH,CSPR,ETH,kucoin,spot,True
WEMIX/USDT,WEMIX,USDT,kucoin,spot,True
LDO/USDT,LDO,USDT,kucoin,spot,True
LDO/USDC,LDO,USDC,kucoin,spot,True
FIDA/USDT,FIDA,USDT,kucoin,spot,True
ETC/USDC,ETC,USDC,kucoin,spot,True
DC/USDT,DC,USDT,kucoin,spot,True
RVN/USDT,RVN,USDT,kucoin,spot,True
SWEAT/USDT,SWEAT,USDT,kucoin,spot,True
PIX/USDT,PIX,USDT,kucoin,spot,True
MPLX/USDT,MPLX,USDT,kucoin,spot,True
ETHW/USDT,ETHW,USDT,kucoin,spot,True
ACQ/USDT,ACQ,USDT,kucoin,spot,True
GMX/USDT,GMX,USDT,kucoin,spot,True
POKT/USDT,POKT,USDT,kucoin,spot,True
APT/USDT,APT,USDT,kucoin,spot,True
EUL/USDT,EUL,USDT,kucoin,spot,True
TON/USDT,TON,USDT,kucoin,spot,True
HFT/USDT,HFT,USDT,kucoin,spot,True
AZERO/USDT,AZERO,USDT,kucoin,spot,True
NAVI/USDT,NAVI,USDT,kucoin,spot,True
BDX/USDT,BDX,USDT,kucoin,spot,True
BDX/BTC,BDX,BTC,kucoin,spot,True
FLR/USDT,FLR,USDT,kucoin,spot,True
FLR/USDC,FLR,USDC,kucoin,spot,True
OSMO/USDT,OSMO,USDT,kucoin,spot,True
MAGIC/USDT,MAGIC,USDT,kucoin,spot,True
RPL/USDT,RPL,USDT,kucoin,spot,True
HIGH/USDT,HIGH,USDT,kucoin,spot,True
TRAC/USDT,TRAC,USDT,kucoin,spot,True
BLUR/USDT,BLUR,USDT,kucoin,spot,True
WAXL/USDT,WAXL,USDT,kucoin,spot,True
FLOKI/USDT,FLOKI,USDT,kucoin,spot,True
SSV/USDT,SSV,USDT,kucoin,spot,True
FLOKI/USDC,FLOKI,USDC,kucoin,spot,True
ACS/USDT,ACS,USDT,kucoin,spot,True
CSIX/USDT,CSIX,USDT,kucoin,spot,True
FET/USDT,FET,USDT,kucoin,spot,True
SIDUS/USDT,SIDUS,USDT,kucoin,spot,True
RDNT/USDT,RDNT,USDT,kucoin,spot,True
SYN/USDT,SYN,USDT,kucoin,spot,True
GNS/USDT,GNS,USDT,kucoin,spot,True
BLZ/USDT,BLZ,USDT,kucoin,spot,True
NXRA/USDT,NXRA,USDT,kucoin,spot,True
MINA/USDT,MINA,USDT,kucoin,spot,True
XRD/USDT,XRD,USDT,kucoin,spot,True
LQTY/USDT,LQTY,USDT,kucoin,spot,True
ID/USDT,ID,USDT,kucoin,spot,True
ARB/USDT,ARB,USDT,kucoin,spot,True
HMND/USDT,HMND,USDT,kucoin,spot,True
HIFI/USDT,HIFI,USDT,kucoin,spot,True
MYRIA/USDT,MYRIA,USDT,kucoin,spot,True
SD/USDT,SD,USDT,kucoin,spot,True
CGPT/USDT,CGPT,USDT,kucoin,spot,True
STRAX/USDT,STRAX,USDT,kucoin,spot,True
AGI/USDT,AGI,USDT,kucoin,spot,True
OTK/USDT,OTK,USDT,kucoin,spot,True
BABYDOGE/USDT,BABYDOGE,USDT,kucoin,spot,True
PZP/USDT,PZP,USDT,kucoin,spot,True
LOCUS/USDT,LOCUS,USDT,kucoin,spot,True
ZPAY/USDT,ZPAY,USDT,kucoin,spot,True
IZI/USDT,IZI,USDT,kucoin,spot,True
SUI/USDT,SUI,USDT,kucoin,spot,True
KAS/USDT,KAS,USDT,kucoin,spot,True
PEPE/USDT,PEPE,USDT,kucoin,spot,True
CETUS/USDT,CETUS,USDT,kucoin,spot,True
TURBOS/USDT,TURBOS,USDT,kucoin,spot,True
LMWR/USDT,LMWR,USDT,kucoin,spot,True
LADYS/USDT,LADYS,USDT,kucoin,spot,True
OBI/USDT,OBI,USDT,kucoin,spot,True
EDU/USDT,EDU,USDT,kucoin,spot,True
ORDI/USDT,ORDI,USDT,kucoin,spot,True
VOLT/USDT,VOLT,USDT,kucoin,spot,True
MAV/USDT,MAV,USDT,kucoin,spot,True
XEN/USDT,XEN,USDT,kucoin,spot,True
PENDLE/USDT,PENDLE,USDT,kucoin,spot,True
PEPE2/USDT,PEPE2,USDT,kucoin,spot,True
DCK/USDT,DCK,USDT,kucoin,spot,True
LYX/USDT,LYX,USDT,kucoin,spot,True
LYX/ETH,LYX,ETH,kucoin,spot,True
WLD/USDT,WLD,USDT,kucoin,spot,True
SEI/USDT,SEI,USDT,kucoin,spot,True
PYUSD/USDT,PYUSD,USDT,kucoin,spot,True
ISLM/USDT,ISLM,USDT,kucoin,spot,True
BIGTIME/USDT,BIGTIME,USDT,kucoin,spot,True
NTRN/USDT,NTRN,USDT,kucoin,spot,True
ARKM/USDT,ARKM,USDT,kucoin,spot,True
VRADOWN/USDT,VRADOWN,USDT,kucoin,spot,False
TIA/USDT,TIA,USDT,kucoin,spot,True
CYBER/USDT,CYBER,USDT,kucoin,spot,True
MEME/USDT,MEME,USDT,kucoin,spot,True
TOKEN/USDT,TOKEN,USDT,kucoin,spot,True
POL/USDT,POL,USDT,kucoin,spot,True
SATS/USDT,SATS,USDT,kucoin,spot,True
PYTH/USDT,PYTH,USDT,kucoin,spot,True
RATS/USDT,RATS,USDT,kucoin,spot,True
ROOT/USDT,ROOT,USDT,kucoin,spot,True
