ticker,signal,confidence,strength,factors,current_price,price_change_1d,price_change_7d,sma_20,sma_50,rsi,macd,macd_signal,atr,bb_upper,bb_lower,bb_middle,volume,average_volume,relative_volume,week_52_high,week_52_low,week_52_position_pct,fifty_day_average,two_hundred_day_average,sector,industry,market_cap,enterprise_value,trailing_pe,forward_pe,peg_ratio,price_to_book,price_to_sales,profit_margins,revenue_growth,earnings_growth,return_on_equity,return_on_assets,gross_margins,operating_margins,debt_to_equity,current_ratio,quick_ratio,total_cash,total_debt,beta,dividend_yield,dividend_rate,payout_ratio,held_percent_institutions,held_percent_insiders,short_ratio,short_percent_of_float,target_high,target_low,target_mean,target_median,recommendation_key,recommendation_mean,num_analysts,analyzed_at,name,asset_type
AIRG,HOLD,50,Weak,"['✗ RSI overbought (75.4)', '✓ Low D/E (16.6%)', 'Mixed signals']",5.44,3.42,1.12,4.6585,4.704,75.36,0.2696,0.1639,0.4109,6.0214,3.2956,4.6585,68200,68464,1.0,5.849999904632568,3.0,85.61,4.704000000953674,4.334125016927719,Technology,Communication Equipment,66497973.17945671,63840972.0,,18.44068,,2.3317618,1.2842653,-0.1241,-0.196,,-0.21688,-0.10925999,0.43541,-0.176,16.618,1.984,1.551,7358000.0,4701000.0,,,,0.0,0.29574,0.23161,2.03,0.0116,7.0,5.0,6.125,6.25,none,,4.0,2026-04-05T17:05:32.943728,"Airgain, Inc.",stock
AIRJ,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low D/E (0.0%)', '✓ Analyst upside (233%)', '✓ Analyst rating: strong_buy', 'Mixed signals']",2.68,3.47,-13.83,3.1395,3.2143,30.34,-0.17,-0.1057,0.2049,3.7274,2.5516,3.1395,424500,500583,0.85,6.75,2.2200000286102295,10.15,3.2143000030517577,4.1405250000953675,Industrials,Building Products & Equipment,181587772.92324305,161746320.0,,-9.571428,,0.61215174,,0.0,,,-0.03477,-0.0239,0.0,0.0,0.046,10.519,10.173,21817622.0,124001.0,,,,0.0,0.13536,0.53725,4.97,0.0469,12.0,7.0,8.9375,8.375,strong_buy,1.0,4.0,2026-04-05T17:05:33.214041,AirJoule Technologies Corporation,stock
AIRO,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low D/E (0.8%)', '✓ Analyst upside (126%)', '✓ Analyst rating: strong_buy', 'Mixed signals']",8.71,5.96,-7.54,9.5522,9.9047,41.13,-0.4864,-0.3393,0.7373,11.2923,7.8122,9.5522,639000,642046,1.0,39.06999969482422,7.28000020980835,4.5,9.90469994544983,15.516499998569488,Industrials,Aerospace & Defense,272656395.3341465,205671568.0,,-52.787876,,0.27899677,2.9992893,-0.045149997,0.215,,-0.00637,-0.02437,0.59858,0.12397,0.843,3.45,2.823,74358000.0,6231000.0,,,,0.0,0.27076,0.34627998,3.49,0.0753,20.0,19.0,19.66667,20.0,strong_buy,1.0,3.0,2026-04-05T17:05:33.772817,"AIRO Group Holdings, Inc.",stock
AIRR,HOLD,50,Weak,"['✓ MACD bullish crossover', 'Mixed signals']",112.87,-0.26,-0.51,110.6897,114.2625,57.13,-0.8898,-1.2265,3.792,114.6536,106.7257,110.6897,517700,794895,0.65,123.54000091552734,59.224998474121094,83.41,114.32219985961915,99.17724998474121,,,,,26.802479,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,2026-04-05T17:05:34.081745,First Trust RBA American Industrial Renaissance ETF,stock
AIRS,BUY,75,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ RSI overbought (71.5)', '✓ High short interest (21.7%)', '✓ Analyst upside (89%)']",3.17,16.12,3.93,2.6122,2.3543,71.5,0.2266,0.2006,0.5324,3.4278,1.7967,2.6122,3462700,2772466,1.25,12.0,1.5099999904632568,15.82,2.3542999982833863,4.883049986958504,Healthcare,Medical Care Facilities,197924248.6635399,298750816.0,,79.25,,2.32917,1.3036942,-0.07685,-0.146,,-0.14064999,-0.0150999995,0.65953004,-0.0456,95.278,0.554,0.357,8449000.0,83570000.0,,,,0.0,0.67651004,0.32543,5.28,0.2167,6.0,6.0,6.0,6.0,hold,3.0,1.0,2026-04-05T17:05:34.359919,"AirSculpt Technologies, Inc.",stock
AIRT,SELL,75,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✗ MACD bearish crossover', '✗ High D/E (3589.5%)']",21.7,-0.46,-3.0,22.1785,22.405,45.58,-0.0569,0.0404,0.3686,23.7814,20.5756,22.1785,1700,2411,0.71,26.700000762939453,14.5600004196167,58.81,22.404999961853026,21.87769995689392,Industrials,Conglomerates,58647268.36194992,239423264.0,,,,-50.115475,0.2152454,-0.02481,-0.087,,-0.48259,-0.01739,0.23231001,-0.05314,3589.469,0.961,0.484,37962000.0,211671008.0,,,,0.0,0.2489,0.51598,6.49,0.0187,,,,,none,,,2026-04-05T17:05:34.675351,"Air T, Inc.",stock
AIRTP,WEAK_SELL,64,Moderate,"['✗ Price below 20 & 50 SMA (downtrend)', '✗ High P/E (57.3)', '✗ High D/E (3589.5%)']",19.255,0.0,0.0,19.3739,19.6752,31.37,-0.1218,-0.116,0.0855,19.7085,19.0394,19.3739,0,3833,0.0,21.0,14.364999771118164,73.7,19.832819938659668,19.150204973220823,Industrials,Conglomerates,,232815312.0,57.306545,,,-44.46882,1.7023551,-0.02481,-0.087,,-0.48259,-0.01739,0.23231001,-0.05314,3589.469,0.961,0.484,37962000.0,211671008.0,,10.39,2.0,,0.0004,0.0,3.05,,,,,,none,,,2026-04-05T17:05:34.970202,"Air T, Inc.",stock
AISP,BUY,80,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low P/E (3.0)', '✓ Strong margins (191.4%)', '✓ High short interest (18.3%)', '✓ Analyst upside (256%)']",2.25,-0.88,-3.85,2.43,2.6648,34.43,-0.141,-0.1351,0.1679,2.8693,1.9907,2.43,401600,696256,0.58,7.199999809265137,2.049999952316284,3.88,2.664800009727478,4.091625019311905,Technology,Software - Infrastructure,77337364.5,66451088.0,2.9605265,14.999999,,-10.817307,5.047686,1.9137601,1.025,,,-0.27181998,0.50242,-0.09436,,2.945,2.898,11750021.0,863744.0,,,,0.0,0.2737,0.48946,9.89,0.1833,8.0,8.0,8.0,8.0,none,,1.0,2026-04-05T17:05:35.233547,"Airship AI Holdings, Inc",stock
AIXC,WEAK_BUY,58,Moderate,"['✓ MACD bullish crossover', '✓ Low D/E (3.4%)']",1.28,3.23,0.0,1.223,1.3621,57.78,-0.0313,-0.0511,0.1512,1.4192,1.0268,1.223,21900,68496,0.32,8.8100004196167,0.9200000166893005,4.56,1.3621200037002563,2.515410003066063,Technology,Software - Infrastructure,6605288.812360287,2554526.0,,,,-1.6976126,1.5338607,0.0,,,-2.36996,-0.42523,0.10135,-3.82109,3.445,2.706,2.358,23976570.0,630304.0,,,,0.0,0.0028799998,0.06414,1.83,0.0257,,,,,none,,,2026-04-05T17:05:35.743936,"AIxCrypto Holdings, Inc.",stock
AIXI,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✓ High volume (24.8x avg)', '✓ High short interest (27.0%)', 'Mixed signals']",0.131,33.67,5.65,0.1549,0.2067,34.8,-0.0329,-0.0329,0.0312,0.24,0.0699,0.1549,271666800,10936398,24.84,4.019999980926514,0.08100000023841858,1.27,0.20667999893426894,1.0387799965590239,Technology,Software - Application,1748777.127398312,51686920.0,,-0.24203704,,-0.042380027,0.035696868,-0.59599996,-0.651,,,-0.20145,0.68485,-2.54873,,0.707,0.523,5011540.0,56457152.0,,,,0.0,0.04716,0.0,0.52,0.2697,,,,,none,,,2026-04-05T17:05:36.055168,XIAO-I Corporation,stock
AKAM,BUY,75,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✓ High short interest (13.5%)', '✓ Strong institutional (101%)', '✓ Analyst rating: buy']",118.0,1.94,-0.97,110.269,103.7524,65.82,4.0015,3.7389,5.0164,121.3984,99.1396,110.269,4116300,4462974,0.92,121.12000274658203,67.51000213623047,94.18,103.75240020751953,86.29864971160889,Technology,Software - Infrastructure,17096797452.0,21585651712.0,38.43648,15.5293,,3.430731,4.062758,0.10742,0.074,-0.374,0.091730006,0.035940003,0.58949,0.13822,114.024,2.363,2.047,1186532992.0,5675387904.0,,,,0.0,1.0054799,0.02081,3.07,0.1349,134.0,72.0,109.46174,110.0,buy,2.2,23.0,2026-04-05T17:05:36.315582,"Akamai Technologies, Inc.",stock
AKAN,BUY,75,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✓ Low P/E (0.0)', '✓ Low D/E (11.9%)']",0.688,-1.01,-12.91,0.7733,0.9587,37.52,-0.0988,-0.1071,0.0989,0.9424,0.6042,0.7733,89100,931884,0.1,46.45000076293945,0.5099999904632568,0.39,0.9586999988555909,9.824815629124641,Healthcare,Drug Manufacturers - Specialty & Generic,1654559.5601901412,-2032257.0,0.004443942,,,0.030358244,1.977855,-2.66312,,,-0.60863996,-0.28688,0.24906,-4.4384203,11.851,1.255,0.889,2523719.0,391241.0,,,,0.0,0.02271,0.0,0.21,0.0069,,,,,none,,,2026-04-05T17:05:36.583020,Akanda Corp.,stock
AKBA,HOLD,50,Weak,"['✗ MACD bearish crossover', '✗ High D/E (609.6%)', '✓ High short interest (10.9%)', '✓ Analyst upside (219%)', '✓ Analyst rating: strong_buy', 'Mixed signals']",1.38,-2.13,-0.72,1.396,1.3596,40.48,0.0088,0.0121,0.0693,1.5066,1.2854,1.396,1879400,3202211,0.59,4.078999996185303,1.1399999856948853,8.17,1.3596000003814697,2.3313500010967254,Healthcare,Drug Manufacturers - Specialty & Generic,369673348.54265225,383611360.0,,-14.526316,,11.219512,1.5651126,-0.02263,0.239,,,0.054429997,0.82915,-0.10496,609.574,1.552,1.423,184844000.0,198782000.0,,,,0.0,0.47571,0.04065,8.88,0.1093,6.0,3.0,4.4,4.0,strong_buy,1.2,5.0,2026-04-05T17:05:36.844819,"Akebia Therapeutics, Inc.",stock
AKTS,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low D/E (6.2%)', '✓ Analyst upside (87%)', '✓ Analyst rating: strong_buy', 'Mixed signals']",17.37,1.76,-6.81,18.1815,19.1194,42.68,-0.644,-0.5596,1.6572,20.345,16.018,18.1815,380400,422317,0.9,29.15999984741211,14.720000267028809,18.35,19.119399890899658,19.340689544020027,Healthcare,Biotechnology,958299124.900322,1078314112.0,,-10.442907,,-0.10878007,147.49872,0.0,1.004,,-0.29446,-0.15794,0.0,-9.29144,6.167,7.373,7.296,226787008.0,11548000.0,,,,0.0,0.40971002,0.122770004,6.02,,34.0,30.0,32.5,33.0,strong_buy,1.2,4.0,2026-04-05T17:05:37.095815,"Aktis Oncology, Inc.",stock
AKTX,BUY,80,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ RSI oversold (17.6)', '✗ High P/E (inf)', '✓ Low D/E (2.7%)', '✓ Analyst upside (2064%)', '✓ Analyst rating: strong_buy']",4.47,-3.87,-18.43,7.0555,8.703,17.57,-1.3343,-1.156,1.0501,11.5933,2.5177,7.0555,5800,9790,0.59,63.20000076293945,4.15500020980835,0.53,8.702999925613403,24.86555008649826,Healthcare,Biotechnology,5116308.119855881,409300205568.0,Infinity,-0.3192857,,0.17857856,,0.0,,,-0.6843,-0.15356,0.0,0.0,2.662,0.442,0.421,5203000.0,754000.0,,,,0.0,0.09752,0.24558,0.6,0.0001,280.0,27.0,96.75,40.0,strong_buy,1.25,4.0,2026-04-05T17:05:37.366764,Akari Therapeutics Plc,stock
ALAB,STRONG_BUY,95,Very Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✗ High P/E (96.0)', '✓ Low D/E (2.3%)', '✓ High ROE (18.8%)', '✓ Strong margins (25.7%)', '✓ High short interest (10.7%)', '✓ Strong institutional (79%)', '✓ Analyst upside (74%)', '✓ Analyst rating: buy']",117.14,10.17,-2.65,118.5938,133.5493,47.85,-6.0188,-6.0454,8.9715,133.2221,103.9654,118.5938,4496100,5159675,0.87,262.8999938964844,48.349998474121094,32.06,133.5493005371094,154.8507000350952,Technology,Semiconductors,19938926777.529312,18781085696.0,96.01639,33.259136,,14.618745,23.388084,0.25704,0.918,0.836,0.18822001,0.08382,0.75688004,0.24746001,2.271,10.238,9.561,1188816000.0,30974000.0,,,,0.0,0.79468,0.11288,2.86,0.1071,250.0,155.0,204.25,205.0,buy,1.69565,20.0,2026-04-05T17:05:37.650736,"Astera Labs, Inc.",stock
ALAR,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✗ High P/E (62.5)', '✓ Low D/E (8.2%)', '✓ Analyst upside (140%)', '✓ Analyst rating: strong_buy', 'Mixed signals']",6.25,3.14,3.31,6.527,6.9488,44.11,-0.3364,-0.3326,0.5271,7.7165,5.3375,6.527,17200,46333,0.37,18.0,5.449999809265137,6.37,6.948800039291382,11.35514999628067,Technology,Software - Infrastructure,45315443.75,443526464.0,62.5,56.818184,,13.982103,1.1129925,0.023629999,0.604,,0.03296,0.00321,0.58493,0.00262,8.224,2.207,2.096,12267000.0,2639000.0,,,,0.0,0.0933,0.0,3.81,0.0161,16.0,14.0,15.0,15.0,strong_buy,1.0,2.0,2026-04-05T17:05:37.908571,Alarum Technologies Ltd.,stock
ALBG,HOLD,50,Weak,"['✓ MACD bullish crossover', 'Mixed signals']",14.828,-0.16,-3.84,13.6324,14.5633,65.56,0.1731,-0.0845,1.1386,15.924,11.3408,13.6324,2000,17814,0.11,20.3700008392334,11.380000114440918,38.35,14.563299961090088,14.687464220183235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05T17:05:38.158712,Leverage Shares 2X Long ALB Daily ETF,stock
ALBT,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low D/E (10.2%)', '✓ High short interest (11.6%)', 'Mixed signals']",0.579,9.04,-2.69,0.6441,0.731,39.55,-0.0732,-0.0712,0.087,0.8883,0.3999,0.6441,259500,6608308,0.04,5.25,0.41999998688697815,3.29,0.7309799993038177,1.7238250023126602,Real Estate,Real Estate Services,4643662.187405586,30235232.0,,,,-0.101542786,11.829738,0.0,,,-2.12535,-0.21379,1.0,-19.332321,10.188,0.106,0.061,109091.0,940359.0,,,,0.0,0.0128,0.047020003,0.05,0.1161,,,,,none,,,2026-04-05T17:05:38.429635,Avalon GloboCare Corp.,stock
ALCO,HOLD,50,Weak,"['✗ RSI overbought (75.2)', '✗ Price above upper BB', '✓ Analyst rating: strong_buy', 'Mixed signals']",42.16,2.43,4.92,39.3982,40.3484,75.17,0.4057,0.0325,1.3121,42.047,36.7494,39.3982,38300,29275,1.31,43.20000076293945,27.610000610351562,93.33,40.396399688720706,35.72744993209839,Consumer Defensive,Farm Products,322804194.19168854,378397184.0,,-22.189474,,3.2405841,11.108579,0.0,-0.888,,-0.80757004,-0.0665,-0.66761,-4.3698997,81.847,14.387,10.695,34756000.0,85501000.0,,0.47,0.2,0.2198,0.62726,0.25842,4.73,0.021,45.0,44.0,44.5,44.5,strong_buy,1.0,2.0,2026-04-05T17:05:38.788009,"Alico, Inc.",stock
ALCY,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ RSI overbought (71.4)', 'Mixed signals']",11.88,0.17,0.34,11.8295,11.7831,71.43,0.0121,0.001,0.1107,11.9127,11.7463,11.8295,800,29379,0.03,15.899999618530273,10.25,28.85,11.783100013732911,11.817575025558472,Financial Services,Shell Companies,49991563.20157242,51382292.0,,,,-6.1522527,,0.0,,,,-0.016139999,0.0,0.0,,0.106,0.094,319258.0,1710000.0,,,,0.0,0.12684,0.81107,2.65,0.0097,,,,,none,,,2026-04-05T17:05:39.038166,Alchemy Investments Acquisition Corp 1,stock
ALCYU,HOLD,50,Weak,"['✓ MACD bullish crossover', 'Mixed signals']",13.5,0.0,0.0,13.5,13.5,,-0.0252,-0.0366,0.0,13.5,13.5,13.5,0,12,0.0,15.0,10.960000038146973,62.87,13.5,12.12344988822937,Financial Services,Shell Companies,,58199324.0,,,,-7.767996,,0.0,,,,-0.016139999,0.0,0.0,,0.106,0.094,319258.0,1710000.0,,,,,0.00043000001,0.0,,,,,,,none,,,2026-04-05T17:05:39.298069,Alchemy Investments Acquisition Corp 1,stock
ALDF,HOLD,50,Weak,"['✓ High ROE (943.0%)', '✓ Strong institutional (105%)', 'Mixed signals']",10.56,0.0,0.19,10.5421,10.5442,41.67,0.0044,0.0017,0.0065,10.5706,10.5137,10.5421,0,5835,0.0,10.59000015258789,10.029999732971191,94.64,10.544160099029542,10.485204977989197,Financial Services,Shell Companies,315408362.9332018,314866688.0,48.000004,,,480.00003,,0.0,,,9.43025,-0.00171,0.0,0.0,,24.149,19.245,541650.0,0.0,,,,0.0,1.04957,0.01856,0.2,0.0001,,,,,none,,,2026-04-05T17:05:39.783205,Aldel Financial II Inc.,stock
ALDFU,BUY,75,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ RSI oversold (0.0)', '✓ MACD bullish crossover', '✓ High ROE (943.0%)']",10.65,0.0,0.0,10.6585,10.7179,0.0,-0.02,-0.0224,0.0007,10.6898,10.6272,10.6585,0,280,0.0,11.779000282287598,10.220000267028809,27.58,10.71787992477417,10.67781497001648,Financial Services,Shell Companies,,317554816.0,,,,484.09088,,0.0,,,9.43025,-0.00171,0.0,0.0,,24.149,19.245,541650.0,0.0,,,,,0.00137,0.01599,0.01,,,,,,none,,,2026-04-05T17:05:40.037237,Aldel Financial II Inc.,stock
ALDX,BUY,85,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ RSI oversold (23.9)', '✓ Low D/E (35.1%)', '✓ High short interest (11.0%)', '✓ Analyst upside (352%)', '✓ Analyst rating: buy']",1.66,-1.19,-10.27,2.7803,4.2776,23.86,-0.8355,-0.8074,0.4754,5.7602,-0.1997,2.7803,1820500,2873295,0.63,6.175000190734863,1.0700000524520874,11.56,4.277600016593933,4.819350006580353,Healthcare,Biotechnology,99903417.7711829,45392332.0,,-6.446602,,2.2554348,,0.0,,,-0.58733004,-0.24952,0.0,0.0,35.096,2.581,2.519,70041256.0,15530169.0,,,,0.0,0.65705,0.03201,5.28,0.1102,13.0,2.0,7.5,8.0,buy,1.6,6.0,2026-04-05T17:05:40.561517,"Aldeyra Therapeutics, Inc.",stock
ALEC,WEAK_BUY,58,Moderate,"['✓ Price above 20 & 50 SMA (uptrend)', '✓ Strong institutional (81%)']",2.41,-4.74,11.06,2.173,2.0842,58.97,0.0484,0.0231,0.1844,2.4661,1.8799,2.173,1316700,935845,1.41,3.4000000953674316,0.8700000047683716,60.87,2.0842000031471253,1.9758500027656556,Healthcare,Biotechnology,265973829.6824963,46182820.0,,-2.7341936,,8.669065,12.638339,0.0,-0.885,,-1.81556,-0.25128,0.0,-5.87526,118.219,3.834,3.684,256024000.0,36233000.0,,,,0.0,0.80776,0.1005,6.52,0.0672,6.0,0.9,2.88,1.5,hold,2.875,5.0,2026-04-05T17:05:40.825654,"Alector, Inc.",stock
ALF,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ MACD bearish crossover', '✓ Strong institutional (111%)', 'Mixed signals']",10.8,0.37,0.0,10.7704,10.7462,57.73,0.0117,0.0132,0.0204,10.8188,10.722,10.7704,3200,58345,0.05,10.800000190734863,10.260000228881836,100.0,10.74616003036499,10.619445056915284,Financial Services,Shell Companies,388125006.85453415,388024000.0,32.727272,,,-28.57143,,0.0,,-0.261,,-0.0012899999,0.0,0.0,,2.66,1.67,100985.0,0.0,,,,0.0,1.11248,0.0,0.01,0.0,,,,,none,,,2026-04-05T17:05:41.092182,Centurion Acquisition Corp.,stock
ALFUU,HOLD,50,Weak,"['✗ MACD bearish crossover', 'Mixed signals']",10.79,0.0,-1.55,10.8196,10.8138,50.0,-0.0015,0.0057,0.0547,10.9543,10.6849,10.8196,0,77,0.0,11.09000015258789,10.270000457763672,63.41,10.813840007781982,10.797560086250305,Financial Services,Shell Companies,,387664640.0,,,,-28.544973,,0.0,,-0.261,,-0.0012899999,0.0,0.0,,2.66,1.67,100985.0,0.0,,,,,0.00131,0.0,0.0,,,,,,none,,,2026-04-05T17:05:41.365014,Centurion Acquisition Corp.,stock
ALGM,STRONG_BUY,92,Very Strong,"['✓ MACD bullish crossover', '✓ Low D/E (32.0%)', '✓ High short interest (11.6%)', '✓ Strong institutional (75%)', '✓ Analyst upside (41%)', '✓ Analyst rating: strong_buy']",32.6,-2.1,-0.09,31.6455,35.2428,54.52,-0.9435,-1.2316,1.892,34.204,29.087,31.6455,1313600,2513290,0.52,43.86000061035156,16.3799991607666,59.02,35.24280017852783,31.459674978256224,Technology,Semiconductors,6040482079.26857,6195168256.0,,33.74776,,6.2716427,7.1933365,-0.01573,0.289,,-0.01365,0.00278,0.45126,0.04177,31.956,3.652,1.806,155187008.0,308191008.0,,,,0.0,0.74742997,0.33073002,4.92,0.115600005,51.0,42.0,45.83333,45.0,strong_buy,1.25,12.0,2026-04-05T17:05:41.852239,"Allegro MicroSystems, Inc.",stock
ALGN,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low D/E (2.8%)', '✓ Strong institutional (96%)', '✓ Analyst rating: buy', 'Mixed signals']",170.6,-1.23,-5.36,172.8525,176.8918,55.76,-1.8621,-1.5065,7.6379,182.4669,163.2381,172.8525,1081500,1255170,0.86,208.30999755859375,122.0,56.31,176.89179962158204,159.4212496948242,Healthcare,Medical Instruments & Supplies,12240549755.527222,11180269568.0,30.19469,13.881318,,3.0067503,3.0336208,0.1017,0.053,0.356,0.103870004,0.06938,0.69805,0.22384001,2.826,1.363,1.173,1094908032.0,114446000.0,,,,0.0,0.9629,0.06825,2.45,0.0541,225.0,169.0,201.6923,200.0,buy,2.0,13.0,2026-04-05T17:05:42.109851,"Align Technology, Inc.",stock
ALGS,BUY,75,Strong,"['✓ MACD bullish crossover', '✓ Low D/E (9.8%)', '✓ Analyst upside (726%)']",7.97,2.97,14.51,7.1897,7.2807,54.85,0.0262,-0.0827,0.5666,7.9736,6.4059,7.1897,39600,55698,0.71,13.689000129699707,3.759999990463257,42.4,7.280699987411499,8.67572499036789,Healthcare,Biotechnology,49316820.491746426,-23277178.0,,-1.4920931,,0.91958,22.560303,0.0,-0.731,,-1.96915,-0.69333,0.0,-129.07692,9.805,3.903,3.666,77844000.0,5250000.0,,,,0.0,0.55749,0.103,7.7,0.0559,175.0,20.0,65.8,48.0,none,,5.0,2026-04-05T17:05:42.375185,"Aligos Therapeutics, Inc.",stock
ALGT,BUY,85,Strong,"['✓ MACD bullish crossover', '✓ High short interest (17.6%)', '✓ Strong institutional (95%)', '✓ Analyst upside (26%)', '✓ Analyst rating: buy']",82.84,-0.34,-2.41,80.2935,92.0668,60.91,-3.0073,-3.9484,4.9871,86.6425,73.9445,80.2935,433300,545212,0.79,118.0,39.79999923706055,55.04,92.0668000793457,72.50760000228883,Industrials,Airlines,1528588050.2256775,2573378048.0,,8.099535,,1.4326606,0.5863992,-0.01715,0.045,,-0.041729998,0.01985,0.22461,0.07169,177.141,0.95,0.847,805654976.0,1864722048.0,,,,0.0,0.95129997,0.1437,4.98,0.17559999,125.0,85.0,104.36364,100.0,buy,2.18182,11.0,2026-04-05T17:05:42.660584,Allegiant Travel Company,stock
ALHC,BUY,80,Strong,"['✓ MACD bullish crossover', '✗ High P/E (inf)', '✓ High short interest (11.8%)', '✓ Strong institutional (102%)', '✓ Analyst upside (36%)']",18.76,5.1,6.71,17.656,19.6314,65.89,-0.4808,-0.6909,0.7494,18.811,16.501,17.656,2728200,2983669,0.91,23.8700008392334,11.625,58.27,19.631399993896483,17.4338250207901,Healthcare,Healthcare Plans,3832602255.4397564,3559973120.0,Infinity,26.60993,,21.366743,0.9705938,-0.00017999999,0.444,,-0.00698,0.011,0.123730004,-0.01087,184.966,1.709,1.663,604230016.0,331600992.0,,,,0.0,1.0187,0.03848,5.23,0.1179,30.0,18.0,25.5,26.0,none,,12.0,2026-04-05T17:05:42.937435,"Alignment Healthcare, Inc.",stock
ALIL,HOLD,50,Weak,"['✓ MACD bullish crossover', 'Mixed signals']",28.072,0.05,-1.14,27.986,29.3801,52.92,-0.4342,-0.5247,0.3599,28.7957,27.1764,27.986,400,3329,0.12,31.290000915527344,24.780000686645508,50.57,29.38011989593506,29.17352501869202,,,,,22.513588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05T17:05:43.199866,Argent Focused Small Cap ETF,stock
ALIS,SELL,75,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✗ MACD bearish crossover', '✗ High P/E (142.6)', '✓ High ROE (85.1%)']",9.98,0.0,0.0,9.995,9.9961,42.86,-0.0028,0.0001,0.0057,10.0265,9.9635,9.995,0,16304,0.0,10.069999694824219,9.850000381469727,59.09,9.996059837341308,9.96398897792982,Financial Services,Shell Companies,84106446.14219666,83647400.0,142.57143,,,48.21256,,0.0,,,0.85136,-0.00389,0.0,0.0,,6.905,5.389,459048.0,0.0,,,,0.0,0.56858003,0.26016,0.26,0.0011,,,,,none,,,2026-04-05T17:05:43.435770,Calisa Acquisition Corp,stock
ALISU,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✗ RSI overbought (100.0)', '✓ MACD bullish crossover', '✓ High ROE (85.1%)', 'Mixed signals']",10.51,0.0,0.0,10.555,10.6812,100.0,-0.0688,-0.0703,0.0014,10.897,10.213,10.555,0,585,0.0,11.109999656677246,9.979999542236328,46.9,10.681180019378662,10.431366068976265,Financial Services,Shell Companies,,88113976.0,,,,50.77295,,0.0,,,0.85136,-0.00389,0.0,0.0,,6.905,5.389,459048.0,0.0,,,,,0.18481001,0.0308,0.23,,,,,,none,,,2026-04-05T17:05:43.913318,Calisa Acquisition Corp,stock
ALKS,STRONG_BUY,92,Very Strong,"['✗ RSI overbought (79.1)', '✓ MACD bullish crossover', '✗ Price above upper BB', '✓ Low D/E (3.8%)', '✓ High short interest (17.8%)', '✓ Strong institutional (110%)', '✓ Analyst upside (25%)', '✓ Analyst rating: strong_buy']",34.84,-0.6,18.62,29.379,31.4148,79.11,0.8187,-0.1382,1.4764,34.5465,24.2115,29.379,2485600,2393879,1.04,36.47999954223633,25.170000076293945,85.5,31.414800148010254,29.72870002746582,Healthcare,Drug Manufacturers - Specialty & Generic,5806083725.988762,5287867904.0,24.363638,17.473118,,3.171309,3.9339302,0.16374001,-0.106,-0.67,0.14716,0.06988,0.86689,0.1511,3.848,3.55,1.697,588214976.0,69999000.0,,,,0.0,1.10281,0.01601,9.99,0.1785,58.0,30.0,43.70588,43.0,strong_buy,1.5,17.0,2026-04-05T17:05:44.172495,Alkermes plc,stock
ALKT,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Strong institutional (97%)', '✓ Analyst upside (37%)', 'Mixed signals']",16.56,3.44,4.35,16.8845,17.468,36.21,-0.4681,-0.4507,0.8569,18.8129,14.9561,16.8845,1237400,2030977,0.61,31.65999984741211,14.109999656677246,13.96,17.468000049591065,22.324875025749208,Technology,Software - Application,1757813207.9507751,2027266304.0,,15.007477,,4.8534584,3.9622602,-0.10741,0.347,,-0.13254,-0.04721,0.5784,-0.07592,101.794,2.091,1.682,99092000.0,368544992.0,,,,0.0,0.96988,0.24847999,3.1,0.0988,28.0,18.0,22.66667,21.0,none,,9.0,2026-04-05T17:05:44.430595,"Alkami Technology, Inc.",stock
