ticker,signal,confidence,strength,factors,current_price,price_change_1d,price_change_7d,sma_20,sma_50,rsi,macd,macd_signal,atr,bb_upper,bb_lower,bb_middle,volume,average_volume,relative_volume,week_52_high,week_52_low,week_52_position_pct,fifty_day_average,two_hundred_day_average,sector,industry,market_cap,enterprise_value,trailing_pe,forward_pe,peg_ratio,price_to_book,price_to_sales,profit_margins,revenue_growth,earnings_growth,return_on_equity,return_on_assets,gross_margins,operating_margins,debt_to_equity,current_ratio,quick_ratio,total_cash,total_debt,beta,dividend_yield,dividend_rate,payout_ratio,held_percent_institutions,held_percent_insiders,short_ratio,short_percent_of_float,target_high,target_low,target_mean,target_median,recommendation_key,recommendation_mean,num_analysts,analyzed_at,name,asset_type
ACET,BUY,80,Strong,"['✓ MACD bullish crossover', '✓ Low D/E (9.3%)', '✓ Analyst upside (658%)', '✓ Analyst rating: strong_buy']",6.99,1.6,2.64,6.979,7.2858,45.77,-0.1737,-0.1882,0.3501,7.7074,6.2506,6.979,64000,149333,0.43,17.440000534057617,6.010000228881836,8.57,7.285799961090088,10.129489989280701,Healthcare,Biotechnology,67103997.802734375,-68654816.0,,-2.0834575,,0.47150084,,0.0,,,-0.67552,-0.36998,0.0,0.0,9.257,7.474,7.379,158530000.0,14738000.0,,,,0.0,0.69689006,0.00896,4.74,0.0787,128.0,18.0,53.0,26.0,strong_buy,1.0,6.0,2026-04-05T17:04:56.664386,"Adicet Bio, Inc.",stock
ACFN,WEAK_BUY,58,Moderate,"['✓ Low D/E (12.5%)', '✓ High ROE (36.6%)', '✓ Strong margins (21.9%)']",17.2,6.3,-8.02,18.81,18.5668,41.24,-0.566,-0.2516,1.2757,21.3291,16.2909,18.81,5500,28443,0.19,33.0,12.420000076293945,23.23,18.566800003051757,20.800400023460387,Technology,Scientific & Technical Instruments,43111819.1123085,39765816.0,17.373737,,,5.2216153,3.7560394,0.21868,-0.326,-0.799,0.36625,0.1039,0.76799005,0.11737,12.53,1.832,1.413,4454000.0,1042000.0,,,,0.0,0.14367,0.29299998,1.07,0.0164,,,,,none,,,2026-04-05T17:04:56.921369,"Acorn Energy, Inc.",stock
ACGL,STRONG_BUY,95,Very Strong,"['✓ MACD bullish crossover', '✓ Low P/E (8.3)', '✓ Low D/E (11.9%)', '✓ High ROE (19.5%)', '✓ Strong margins (22.1%)', '✓ Strong institutional (94%)', '✓ Analyst rating: buy']",96.74,1.31,3.66,94.446,96.4532,65.12,-0.3387,-0.7468,1.685,97.3442,91.5478,94.446,1410800,2027953,0.7,103.38999938964844,82.44999694824219,68.24,96.45319961547851,92.20270004272462,Financial Services,Insurance - Diversified,34465833877.2591,34316963840.0,8.339655,9.566548,,1.479861,1.7294312,0.22073,0.085,0.388,0.19540001,0.04437,0.37162,0.2953,11.919,1.077,0.498,3681999872.0,2884999936.0,,,,0.0,0.94424003,0.02563,3.35,0.0172,125.0,93.0,109.31579,110.0,buy,2.25,19.0,2026-04-05T17:04:57.171734,Arch Capital Group Ltd.,stock
ACGLN,BUY,75,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low P/E (3.6)', '✓ Low D/E (11.9%)', '✓ High ROE (19.5%)', '✓ Strong margins (22.1%)']",16.66,0.91,0.66,16.7382,17.1173,41.14,-0.1666,-0.1619,0.2799,17.1441,16.3322,16.7382,30500,45832,0.67,18.34000015258789,16.299999237060547,17.65,17.32049995422363,17.379999952316282,Financial Services,Insurance - Diversified,,5937184768.0,3.5514815,,,0.25485307,,0.22073,0.085,0.388,0.19540001,0.04437,0.37162,0.2953,11.919,1.077,0.498,3681999872.0,2884999936.0,,6.83,1.14,,,,2.09,,,,,,none,,,2026-04-05T17:04:57.440663,Arch Capital Group Ltd.,stock
ACGLO,BUY,75,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low P/E (4.2)', '✓ Low D/E (11.9%)', '✓ High ROE (19.5%)', '✓ Strong margins (22.1%)']",19.72,0.36,-0.48,19.9315,20.3857,35.09,-0.2197,-0.2046,0.2219,20.4372,19.4259,19.9315,22700,25733,0.88,22.200000762939453,19.40999984741211,11.11,20.629800033569335,20.978184986114503,Financial Services,Insurance - Diversified,,7021626880.0,4.2037945,,,0.3016628,0.57697403,0.22073,0.085,0.388,0.19540001,0.04437,0.37162,0.2953,11.919,1.077,0.498,3681999872.0,2884999936.0,,6.91,1.36,,0.28418,0.0,2.09,,,,,,none,,,2026-04-05T17:04:57.729267,Arch Capital Group Ltd.,stock
ACHC,BUY,75,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ MACD bearish crossover', '✓ High short interest (42.1%)', '✓ Strong institutional (134%)', '✓ Analyst rating: buy']",23.96,1.23,-1.44,23.6615,19.5622,52.81,0.9444,1.2235,1.2314,25.3043,22.0187,23.6615,2977200,3741598,0.8,30.170000076293945,11.430000305175781,66.86,19.562199974060057,19.923150010108948,Healthcare,Medical Care Facilities,2209394116.457596,4922636288.0,,14.296199,,1.1119877,0.66693276,-0.33289,0.061,,-0.40962002,0.04223,0.41476002,0.058000002,124.028,1.55,1.292,133242000.0,2654892032.0,,,,0.0,1.3351401,0.01328,6.49,0.42080003,30.0,13.0,22.71429,23.0,buy,2.21429,14.0,2026-04-05T17:04:57.978180,"Acadia Healthcare Company, Inc.",stock
ACHV,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ High short interest (15.4%)', '✓ Analyst upside (357%)', '✓ Analyst rating: strong_buy', 'Mixed signals']",3.23,2.87,14.54,3.6665,4.135,31.92,-0.3929,-0.3453,0.2921,4.9776,2.3554,3.6665,504900,678293,0.74,6.03000020980835,1.840000033378601,33.17,4.135000009536743,3.804349994659424,Healthcare,Biotechnology,171965162.25547218,150516160.0,,-3.1107645,,7.9950495,,0.0,,,-2.5767002,-0.85299003,0.0,0.0,69.5,4.392,4.008,36404000.0,14955000.0,,,,0.0,0.46875,0.043649998,20.71,0.1538,20.0,10.0,14.75,13.0,strong_buy,1.28571,8.0,2026-04-05T17:04:58.239271,"Achieve Life Sciences, Inc.",stock
ACIC,BUY,85,Strong,"['✓ Low P/E (5.1)', '✓ Low D/E (48.0%)', '✓ High ROE (38.6%)', '✓ Strong margins (31.9%)', '✓ Analyst upside (28%)']",10.97,-0.18,-3.86,11.292,11.2134,41.05,-0.0438,-0.0027,0.26,11.6687,10.9153,11.292,139000,236332,0.59,13.0600004196167,9.970000267028809,32.36,11.213400115966797,11.357400012016296,Financial Services,Insurance - Property & Casualty,534955375.9617405,460061280.0,5.1023254,7.100324,,1.4792341,1.5947919,0.3185,0.09,4.257,0.38608003,0.08006,0.57106,0.46234,48.018,1.051,0.488,219858000.0,152488000.0,,,,0.0,0.33408,0.49171,1.86,0.058000002,14.0,14.0,14.0,14.0,none,,1.0,2026-04-05T17:04:58.542116,American Coastal Insurance Corporation,stock
ACIU,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low D/E (10.1%)', '✓ Analyst upside (222%)', '✓ Analyst rating: strong_buy', 'Mixed signals']",2.76,-1.08,-6.12,2.9117,2.9875,41.75,-0.0691,-0.0522,0.2257,3.2561,2.5674,2.9117,119800,322156,0.37,4.0,1.4299999475479126,51.75,2.9875000047683717,2.796325004696846,Healthcare,Biotechnology,280895060.5094116,186924176.0,,4.5463634,,4.993062,78.61603,0.0,-0.703,,-0.89653,-0.22349001,0.0,-42.6213,10.117,1.021,0.973,91412000.0,4541000.0,,,,0.0,0.25516,0.31194,8.93,0.0633,11.853594,6.86873,8.89989,8.438618,strong_buy,1.0,4.0,2026-04-05T17:04:58.845207,AC Immune SA,stock
ACIW,BUY,80,Strong,"['✓ MACD bullish crossover', '✓ High ROE (15.4%)', '✓ Strong institutional (103%)', '✓ Analyst upside (55%)']",41.33,0.9,3.22,40.5845,41.1536,59.68,-0.1298,-0.3195,1.3057,42.634,38.535,40.5845,739800,836940,0.88,55.45000076293945,38.04999923706055,18.85,41.153600234985355,45.90940004348755,Technology,Software - Infrastructure,4260627518.0697784,4873263616.0,19.13426,10.905014,,2.7944558,2.4211109,0.1288,0.063,-0.333,0.15401,0.06909,0.48991,0.23138,56.984,1.543,0.91,196462000.0,865638976.0,,,,0.0,1.0314499,0.01095,4.15,0.0558,70.0,60.0,64.0,63.0,none,,4.0,2026-04-05T17:04:59.100370,"ACI Worldwide, Inc.",stock
ACLS,BUY,75,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✓ Low D/E (6.9%)', '✓ High short interest (17.8%)', '✓ Strong institutional (107%)']",95.09,-0.44,-5.71,89.226,87.806,65.27,2.4721,1.7297,5.14,100.835,77.617,89.226,353600,809400,0.44,102.93000030517578,40.400001525878906,87.46,87.80600036621094,83.62010009765625,Technology,Semiconductor Equipment & Materials,2921052005.8543396,2618600192.0,25.023684,21.07491,,2.823002,3.4813886,0.1433,-0.056,-0.283,0.11745,0.05503,0.44914,0.15177,6.939,4.772,2.746,374252992.0,71801000.0,,,,0.0,1.06762,0.00624,3.42,0.1775,95.0,90.0,92.0,91.0,none,,3.0,2026-04-05T17:04:59.355833,"Axcelis Technologies, Inc.",stock
ACLX,BUY,75,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ MACD bearish crossover', '✓ Low D/E (12.9%)', '✓ High short interest (10.9%)', '✓ Strong institutional (90%)']",114.77,0.02,0.2,114.5515,95.0208,61.59,4.758,6.2681,0.2904,114.8899,114.2131,114.5515,1212200,2229995,0.54,114.94000244140625,47.86000061035156,99.75,95.02080017089844,79.51667488098144,Healthcare,Biotechnology,6711727826.927155,6313312768.0,,-66.25564,,16.523178,301.1634,0.0,-0.892,,-0.53418,-0.24052,0.0,-38.50242,12.904,4.435,4.322,450334016.0,51919000.0,,,,0.0,0.89892995,0.12851,1.03,0.1091,120.0,82.0,111.07143,115.0,hold,3.0,14.0,2026-04-05T17:04:59.621730,"Arcellx, Inc.",stock
ACMR,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low D/E (15.4%)', '✓ Strong institutional (79%)', '✓ Analyst upside (74%)', 'Mixed signals']",40.54,0.2,-11.17,44.3067,53.3365,33.52,-3.8768,-3.6875,2.8339,50.6616,37.9519,44.3067,777400,1453014,0.54,71.6500015258789,16.81999969482422,43.26,53.336499786376955,39.16954999923706,Technology,Semiconductor Equipment & Materials,2664596720.9354095,2269162752.0,29.591242,17.780703,,1.8163897,2.9563632,0.10438,0.094,-0.777,0.08055,0.02893,0.44387,0.094239995,15.432,3.268,2.296,1159488000.0,297908000.0,,,,0.0,0.7867,0.14791,2.19,0.0558,82.0,66.0,70.5,69.0,none,,6.0,2026-04-05T17:04:59.922802,"ACM Research, Inc.",stock
ACNB,BUY,75,Strong,"['✓ MACD bullish crossover', '✓ Low P/E (13.3)', '✓ Strong margins (25.3%)']",48.0,-0.1,1.69,47.04,49.244,61.28,-0.3683,-0.6381,1.2043,48.5014,45.5786,47.04,37300,42300,0.88,53.88999938964844,36.400001525878906,66.32,49.432799911499025,46.61019992828369,Financial Services,Banks - Regional,498470976.0,754804096.0,13.333334,9.284332,,1.1854779,3.3982642,0.25259,0.376,0.348,0.102460004,0.01318,0.0,0.41877997,,,,70547000.0,328383008.0,,3.16,1.52,0.3833,0.39580002,0.03816,3.3,0.0127,57.0,56.0,56.66667,57.0,none,,3.0,2026-04-05T17:05:00.350481,ACNB Corporation,stock
ACNT,WEAK_BUY,58,Moderate,"['✓ MACD bullish crossover', '✓ Low D/E (15.8%)']",13.1,-0.38,1.31,12.8535,15.2128,56.49,-0.617,-0.8169,0.4179,13.4696,12.2374,12.8535,123900,105617,1.17,17.920000076293945,11.460000038146973,25.39,15.212800025939941,13.860950031280517,Basic Materials,Chemicals,124054658.71245003,80228640.0,,16.375,,1.4156041,1.6553422,0.011569999,0.035,,-0.06186,-0.03353,0.22966999,-0.16835,15.841,6.72,5.475,57606000.0,13780000.0,,,,0.0,0.68451,0.18133,2.22,0.0332,,,,,none,,,2026-04-05T17:05:00.683648,Ascent Industries Co.,stock
ACOG,BUY,85,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✓ MACD bullish crossover', '✓ Analyst upside (201%)', '✓ Analyst rating: strong_buy']",5.98,0.34,12.41,5.689,5.5808,55.61,-0.0215,-0.0434,0.4451,6.1884,5.1896,5.689,56400,70080,0.8,11.539999961853027,3.75,28.63,5.580800008773804,7.140899984836579,Healthcare,Biotechnology,130017782.33469772,63971056.0,,-31.473684,,2.0792768,12.721555,-2.02244,,,-0.39751998,-0.21711001,0.8126,-2.83747,,8.654,7.698,66046788.0,0.0,,,,0.0,0.52702,0.09794,4.24,0.0161,18.0,18.0,18.0,18.0,strong_buy,1.0,1.0,2026-04-05T17:05:00.978186,Alpha Cognition Inc.,stock
ACON,BUY,80,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ Price above upper BB', '✓ High short interest (13.5%)', '✓ Analyst upside (96%)', '✓ Analyst rating: strong_buy']",3.57,4.69,10.53,3.281,3.0622,56.9,0.0553,0.0238,0.235,3.5286,3.0334,3.281,56200,849159,0.07,12.029999732971191,2.3399999141693115,12.69,3.0621999883651734,6.005340002775192,Healthcare,Health Information Services,8148064.317635298,-3877724.0,,-0.26039386,,0.23763563,107.59361,0.0,0.806,,-1.0479599,-0.55809,0.09016,-107.85183,,14.806,14.398,12025789.0,0.0,,,,0.0,0.00914,0.10694,1.99,0.1354,7.0,7.0,7.0,7.0,strong_buy,1.0,1.0,2026-04-05T17:05:01.263164,"Aclarion, Inc.",stock
ACRS,BUY,85,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ Price above upper BB', '✓ Low D/E (2.1%)', '✓ Strong institutional (78%)', '✓ Analyst upside (97%)', '✓ Analyst rating: strong_buy']",4.2,1.45,16.99,3.6285,3.5146,65.14,0.1463,0.093,0.2719,4.1425,3.1145,3.6285,940100,2382020,0.39,4.889999866485596,1.0499999523162842,82.03,3.5145999908447267,2.5035499984025957,Healthcare,Biotechnology,508566422.7044401,417864800.0,,-5.6,,4.9122806,64.98421,0.0,-0.859,,-0.50203997,-0.24316,0.0,-17.24633,2.053,3.362,3.362,90751000.0,2116000.0,,,,0.0,0.77662003,0.02568,1.84,0.0454,16.0,3.0,8.28571,7.0,strong_buy,1.375,7.0,2026-04-05T17:05:01.762848,"Aclaris Therapeutics, Inc.",stock
ACRV,BUY,75,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low D/E (2.4%)', '✓ High short interest (20.0%)', '✓ Analyst upside (657%)', '✓ Analyst rating: strong_buy']",1.52,4.11,0.0,1.557,1.6388,44.05,-0.073,-0.0673,0.1211,1.7988,1.3152,1.557,393300,1732159,0.23,3.559999942779541,1.0499999523162842,18.73,1.6387999987602233,1.747749993801117,Healthcare,Biotechnology,58891557.18100834,-56981444.0,,-0.8172043,,0.4275668,,0.0,,,-0.53857,-0.32222,0.0,0.0,2.408,7.689,7.57,118582000.0,2709000.0,,,,0.0,0.48054,0.06814,2.62,0.2,19.0,7.0,11.5,10.5,strong_buy,1.375,6.0,2026-04-05T17:05:02.030380,"Acrivon Therapeutics, Inc.",stock
ACT,BUY,85,Strong,"['✓ MACD bullish crossover', '✓ Low P/E (9.1)', '✓ Low D/E (14.0%)', '✓ Strong margins (54.6%)', '✓ High short interest (18.4%)']",41.35,1.92,2.61,40.7125,41.1829,59.51,-0.1306,-0.1978,0.8183,41.5589,39.8661,40.7125,275500,326691,0.84,44.79999923706055,31.280000686645508,74.48,41.28180000305176,38.448225021362305,Financial Services,Insurance - Specialty,5851598101.816978,6021416448.0,9.14823,8.18666,,1.0980693,4.734966,0.54557997,0.036,0.155,0.13027,0.084759995,0.73603,0.75335,14.048,1.025,0.941,582492992.0,752310976.0,,2.03,0.84,0.18030001,0.21959999,0.81469,10.27,0.1844,50.0,42.0,45.6,44.0,none,,5.0,2026-04-05T17:05:02.306417,"Enact Holdings, Inc.",stock
ACTG,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ MACD bearish crossover', '✓ Low D/E (18.1%)', '✓ Strong institutional (88%)', 'Mixed signals']",5.0,1.63,-0.79,4.8145,4.3576,56.25,0.1823,0.208,0.1671,5.438,4.191,4.8145,216600,306430,0.71,5.210000038146973,2.700000047683716,91.63,4.357600016593933,3.7545499980449675,Industrials,Business Equipment & Supplies,482377345.0,267582352.0,22.727272,-9.433963,,0.8876265,1.6911755,0.07602,0.026,,0.04306,0.00525,0.29618,-0.26104,18.089,9.178,7.895,361020000.0,105643000.0,,,,0.0,0.87711,0.01428,3.83,0.041500002,6.0,6.0,6.0,6.0,none,,1.0,2026-04-05T17:05:02.588699,Acacia Research Corporation,stock
ACTU,BUY,75,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✓ Analyst upside (617%)', '✓ Analyst rating: strong_buy']",2.48,-0.4,6.9,2.5242,3.6156,48.08,-0.35,-0.4397,0.2892,2.9747,2.0738,2.5242,42800,73462,0.58,11.989999771118164,2.0510001182556152,4.32,3.615599970817566,6.110200001001358,Healthcare,Biotechnology,58800659.09223127,45641236.0,,-2.4615383,,7.2727275,,0.0,,,-5.53745,-1.20402,0.0,0.0,,2.391,2.306,13159423.0,0.0,,,,0.0,0.55402,0.16240999,9.7,0.0687,25.0,6.0,17.78,20.06,strong_buy,1.0,4.0,2026-04-05T17:05:02.860332,"Actuate Therapeutics, Inc.",stock
ACWI,HOLD,50,Weak,"['✓ MACD bullish crossover', 'Mixed signals']",139.44,-0.16,0.07,139.4245,143.467,49.78,-1.7446,-1.937,2.5514,144.6026,134.2464,139.4245,3515800,6024853,0.58,148.75,101.25,80.4,143.46699981689454,138.32190036773682,,,,,21.97307,,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,2026-04-05T17:05:03.172218,iShares MSCI ACWI ETF,stock
ACWX,HOLD,50,Weak,"['✓ MACD bullish crossover', 'Mixed signals']",68.93,-0.66,0.61,68.507,70.8194,52.56,-0.8273,-1.0095,1.5471,71.1027,65.9113,68.507,3456200,3304804,1.05,74.91999816894531,48.9900016784668,76.9,70.81939956665039,66.11194974899291,,,,,17.223536,,,,,,,,,,,,,,,,,,2.55,,,,,,,,,,,,,,2026-04-05T17:05:03.512066,iShares MSCI ACWI ex U.S. ETF,stock
ACXP,HOLD,50,Weak,"['✗ MACD bearish crossover', '✓ High short interest (38.5%)', '✓ Analyst upside (362%)', 'Mixed signals']",3.68,-5.4,-13.82,4.194,2.8928,48.46,0.2932,0.4819,0.9503,6.7122,1.6758,4.194,164900,3088820,0.05,21.0,1.3259999752044678,11.97,2.8928000283241273,4.897640016674996,Healthcare,Biotechnology,10506492.190593481,2950392.0,,-1.6727272,,1.6399288,,0.0,,,-2.708,-0.87595004,0.0,0.0,,3.176,3.141,7556100.0,0.0,,,,0.0,0.078150004,0.045050003,0.14,0.38459998,31.0,10.0,17.0,10.0,none,,3.0,2026-04-05T17:05:03.782351,"Acurx Pharmaceuticals, Inc.",stock
ADACU,HOLD,50,Weak,"['✗ RSI overbought (70.0)', '✓ MACD bullish crossover', '✓ Strong institutional (97%)', 'Mixed signals']",9.99,0.0,0.2,9.9875,9.9926,70.0,-0.0025,-0.0046,0.0093,10.0448,9.9302,9.9875,0,15122,0.0,10.069999694824219,9.949999809265137,33.33,9.992619915008545,9.990805480215284,Financial Services,Shell Companies,,287248640.0,,,,0.25853798,,0.0,,,,,0.0,0.0,,12.924,12.893,1873.0,38000.0,,,,,0.96611,0.0,1.08,,,,,,none,,,2026-04-05T17:05:04.314002,American Drive Acquisition Company,stock
ADAG,BUY,85,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✓ High volume (5.9x avg)', '✓ Low D/E (12.1%)', '✓ Analyst upside (136%)', '✓ Analyst rating: strong_buy']",3.99,-13.45,-1.97,3.752,3.2463,48.01,0.274,0.2668,0.4929,4.6079,2.8961,3.752,1225500,207753,5.9,4.71999979019165,1.2999999523162842,78.65,3.246300015449524,2.2574400061368944,Healthcare,Biotechnology,188053767.74947882,184625088.0,,-5.1818185,,4.9626865,24.515211,-2.29561,73.328,,-0.34386003,-0.15996,1.0,-0.74959,12.068,3.074,2.961,74523784.0,6263222.0,,,,0.0,0.28467,0.15421,0.4,0.0019,14.0,7.0,9.4,8.0,strong_buy,1.33333,5.0,2026-04-05T17:05:04.820843,Adagene Inc.,stock
ADAM,STRONG_BUY,92,Very Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✓ Low P/E (6.7)', '✗ High D/E (769.6%)', '✓ Strong margins (47.3%)', '✓ Analyst upside (54%)', '✓ Analyst rating: buy']",7.39,0.54,1.36,7.4685,7.7197,43.56,-0.1408,-0.141,0.2184,8.0115,6.9254,7.4685,548500,692346,0.79,8.760000228881836,5.010000228881836,63.47,7.953799991607666,7.295899996757507,Real Estate,REIT - Mortgage,668605367.9103723,12009873408.0,6.7181816,6.6515455,,0.7528525,2.1223278,0.47312,189.636,,0.09689,0.0126,0.74556,0.48384,769.579,32.543,31.054,211055008.0,11008335872.0,,12.04,0.89,0.78180003,0.57453,0.07377,3.67,0.032,24.0,8.0,11.41667,9.0,buy,2.28571,6.0,2026-04-05T17:05:05.135492,"Adamas Trust, Inc.",stock
ADAMG,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✗ High D/E (769.6%)', '✓ Strong margins (47.3%)', 'Mixed signals']",24.47,0.08,0.87,24.4817,24.601,35.94,-0.0974,-0.0992,0.2074,24.9979,23.9655,24.4817,22900,26120,0.88,25.469999313354492,22.700000762939453,63.9,24.99886001586914,24.854890031814577,,,,13555175424.0,,,,2.4928687,,0.47312,189.636,,0.09689,0.0126,0.74556,0.48384,769.579,32.543,31.054,211055008.0,11008335872.0,,,,,,,,,,,,,none,,,2026-04-05T17:05:05.399701,"Adamas Trust, Inc.",stock
ADAMH,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ High D/E (769.6%)', '✓ Strong margins (47.3%)', 'Mixed signals']",25.095,-0.02,-0.46,25.0456,25.0357,46.2,-0.0163,-0.0139,0.2493,25.2914,24.7998,25.0456,9000,26070,0.35,25.989999771118164,24.489999771118164,40.33,25.46781993865967,25.38284401227069,,,,13611721728.0,,,,2.5565403,,0.47312,189.636,,0.09689,0.0126,0.74556,0.48384,769.579,32.543,31.054,211055008.0,11008335872.0,,,,,,,,,,,,,none,,,2026-04-05T17:05:05.647692,"Adamas Trust, Inc.",stock
ADAMI,HOLD,50,Weak,"['✓ MACD bullish crossover', 'Mixed signals']",24.72,-0.12,0.9,24.6149,24.6749,46.08,-0.0403,-0.0563,0.2406,25.0032,24.2265,24.6149,6700,9129,0.73,25.5,23.09000015258789,67.63,25.073699913024903,24.979149961471556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05T17:05:05.915743,"Adamas Trust, Inc.",stock
ADAML,HOLD,50,Weak,"['✗ MACD bearish crossover', '✗ High D/E (769.6%)', '✓ Strong margins (47.3%)', 'Mixed signals']",23.105,-0.13,-0.1,23.1215,23.0078,43.8,0.0152,0.0294,0.1183,23.2557,22.9874,23.1215,5500,13154,0.42,23.84000015258789,19.360000610351562,83.59,23.419760055541992,22.558485021591185,Real Estate,REIT - Mortgage,,13431677952.0,,,,2.35381,,0.47312,189.636,,0.09689,0.0126,0.74556,0.48384,769.579,32.543,31.054,211055008.0,11008335872.0,,7.44,1.72,,0.18858999,0.0,1.21,,,,,,none,,,2026-04-05T17:05:06.196348,"Adamas Trust, Inc.",stock
ADAMM,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✗ High D/E (769.6%)', '✓ Strong margins (47.3%)', 'Mixed signals']",24.17,0.79,1.26,24.2269,24.5058,36.63,-0.1973,-0.1987,0.2723,25.1076,23.3462,24.2269,19700,17067,1.15,25.549999237060547,22.5,54.75,25.146459922790527,24.956954984664918,Real Estate,REIT - Mortgage,,13528033280.0,,,,2.4623065,,0.47312,189.636,,0.09689,0.0126,0.74556,0.48384,769.579,32.543,31.054,211055008.0,11008335872.0,,11.25,2.72,,0.28076,0.0,4.26,,,,,,none,,,2026-04-05T17:05:06.475038,"Adamas Trust, Inc.",stock
ADAMN,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✗ High D/E (769.6%)', '✓ Strong margins (47.3%)', 'Mixed signals']",21.77,-0.23,-0.3,21.8004,21.89,46.67,-0.0932,-0.0823,0.2947,22.2448,21.3561,21.8004,6600,11317,0.58,22.899999618530273,19.209999084472656,69.38,22.385940017700197,22.012375011444092,Real Estate,REIT - Mortgage,,13310894080.0,,,,2.2178078,,0.47312,189.636,,0.09689,0.0126,0.74556,0.48384,769.579,32.543,31.054,211055008.0,11008335872.0,,9.19,2.0,,0.39601,0.0,9.59,,,,,,none,,,2026-04-05T17:05:06.767358,"Adamas Trust, Inc.",stock
ADAMO,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', 'Mixed signals']",24.445,0.06,0.95,24.5532,24.6489,33.58,-0.1147,-0.1028,0.2818,25.1293,23.9771,24.5532,19300,39914,0.48,27.399999618530273,23.780000686645508,18.37,24.998679962158203,25.00316356312145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05T17:05:07.059572,"Adamas Trust, Inc.",stock
ADAMZ,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ RSI oversold (15.4)', '✗ High D/E (769.6%)', '✓ Strong margins (47.3%)', 'Mixed signals']",17.51,0.39,-4.35,18.4574,18.8709,15.4,-0.4461,-0.3142,0.3412,19.8661,17.0486,18.4574,5200,6306,0.82,21.719999313354492,16.75,15.29,19.331719970703126,19.00886998176575,Real Estate,REIT - Mortgage,,12925473792.0,,,,1.7838223,,0.47312,189.636,,0.09689,0.0126,0.74556,0.48384,769.579,32.543,31.054,211055008.0,11008335872.0,,9.99,1.75,,0.00124,0.0,0.01,,,,,,none,,,2026-04-05T17:05:07.342692,"Adamas Trust, Inc.",stock
ADBE,STRONG_BUY,95,Very Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✓ Low P/E (14.2)', '✓ High ROE (58.8%)', '✓ Strong margins (29.5%)', '✓ Strong institutional (88%)', '✓ Analyst upside (35%)', '✓ Analyst rating: buy']",242.92,0.64,2.39,252.409,264.8574,43.24,-8.2242,-8.4806,8.0979,283.409,221.409,252.409,3588800,5852411,0.61,422.95001220703125,233.16000366210938,5.14,264.8574002075195,327.763899307251,Technology,Software - Application,99023159617.07451,97959264256.0,14.164432,9.2168865,,8.62642,4.04953,0.29477,0.12,0.111,0.58774,0.18905,0.89396006,0.38762,58.34,0.912,0.789,6898999808.0,6670000128.0,,,,0.0,0.8847,0.0025,2.22,0.0363,487.0,220.0,328.18823,312.5,buy,2.41026,34.0,2026-04-05T17:05:07.644483,Adobe Inc.,stock
ADBG,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', 'Mixed signals']",4.58,1.33,4.09,5.0155,5.6362,41.57,-0.3866,-0.4043,0.3048,6.3629,3.6681,5.0155,2270600,2065867,1.1,16.989999771118164,4.229000091552734,2.75,5.636199979782105,9.44915992975235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05T17:05:07.901651,Leverage Shares 2X Long ADBE Daily ETF,stock
