ticker,signal,confidence,buy_score,sell_score,current_price,price_change_1d,price_change_7d,price_change_30d,rsi,sma_20,sma_50,macd,macd_signal,relative_volume,week_52_position_pct,trailing_pe,forward_pe,peg_ratio,beta,target_mean,upside_pct,analyst_recommendation,factors,analyzed_at
DAKT,WEAK_SELL,65,1,2,19.67,-0.56,-8.17,-29.07,46.02,20.4955,23.1702,-1.0695,-1.0628,0.48,50.43,35.763638,16.1893,,1.774,33.0,67.77,none,Downtrend (price < SMA20 < SMA50); MACD Below Signal; High Upside Potential (67.8%),2026-04-05T23:06:10.633113
OPRX,BUY,80,4,0,6.56,0.0,-8.64,-20.0,52.48,6.5285,8.2494,-0.4612,-0.6044,0.73,6.1,24.296295,5.7746477,,1.281,14.5,121.04,none,MACD Bullish Crossover; Reasonable P/E (24.3); High Upside Potential (121.0%),2026-04-05T23:06:10.642490
MGRC,BUY,80,4,1,107.53,-3.99,-1.75,-4.65,61.66,107.2055,111.6708,-0.1327,-0.6824,1.31,37.52,16.907232,15.279573,,0.482,144.6,34.47,none,RSI Elevated (61.7); MACD Bullish Crossover; Reasonable P/E (16.9); High Upside Potential (34.5%),2026-04-05T23:06:10.650440
CAPT,WEAK_SELL,65,0,3,0.422,2.93,-17.9,-4.52,50.24,0.4611,0.493,-0.0061,0.0025,0.24,7.48,,,,1.111,,,none,Downtrend (price < SMA20 < SMA50); MACD Bearish Crossover,2026-04-05T23:06:10.658338
CBUS,BUY,80,4,3,1.98,2.59,-31.01,-33.78,23.15,2.889,2.712,-0.3091,-0.1572,0.67,28.7,,-9.9,,1.932,14.66667,640.74,buy,Strong Downtrend (below both SMAs); RSI Oversold (23.1); MACD Below Signal; Analyst buy; High Upside Potential (640.7%),2026-04-05T23:06:10.666295
INDI,BUY,80,4,2,3.13,1.62,-0.95,-13.77,71.81,2.7925,3.3838,-0.0316,-0.1242,0.35,35.4,,20.286474,,2.56,6.03571,92.83,strong_buy,RSI Overbought (71.8); MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (92.8%),2026-04-05T23:06:10.674277
BHB,BUY,80,4,3,33.08,0.49,3.15,-4.78,69.29,31.788,33.0448,-0.0289,-0.2482,0.67,68.57,14.320348,8.762914,,0.584,36.5,10.34,none,RSI Elevated (69.3); MACD Bullish Crossover; Price Above Upper BB; Low P/E (14.3),2026-04-05T23:06:10.682143
BSJU,WEAK_BUY,65,2,0,25.71,0.19,0.69,-0.78,57.5,25.5518,25.7337,-0.0579,-0.0849,0.75,71.68,,,,,,,none,MACD Bullish Crossover,2026-04-05T23:06:10.689701
IDR,BUY,80,4,0,35.25,5.07,29.17,-8.23,50.58,32.3895,36.8612,-1.941,-2.6628,1.27,54.24,30.921053,44.62025,,1.056,45.0,27.66,strong_buy,MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (27.7%),2026-04-05T23:06:10.697474
BNDW,WEAK_BUY,65,2,0,68.27,0.04,0.21,-1.34,53.09,68.1985,68.5844,-0.182,-0.2117,1.34,21.13,,,,,,,none,MACD Bullish Crossover,2026-04-05T23:06:10.704954
ATHR,BUY,80,4,2,2.01,-8.22,-31.86,-51.09,29.33,2.8225,3.9541,-0.4812,-0.4689,1.62,0.79,,,,,8.0,298.01,strong_buy,Downtrend (price < SMA20 < SMA50); RSI Oversold (29.3); MACD Below Signal; Analyst strong_buy; High Upside Potential (298.0%),2026-04-05T23:06:10.712610
TW,HOLD,50,2,2,123.2,3.91,2.71,3.24,47.45,122.4995,116.9441,0.1347,0.9478,1.05,50.09,32.59259,27.431604,,0.78,131.6923,6.89,buy,Uptrend (price > SMA20 > SMA50); MACD Bearish Crossover; Analyst buy,2026-04-05T23:06:10.720415
ZYME,BUY,80,4,1,25.8,-0.54,6.48,13.56,69.76,24.2538,23.6239,0.4135,0.2212,0.95,86.18,,32.77231,,1.2,40.07692,55.34,strong_buy,Uptrend (price > SMA20 > SMA50); RSI Elevated (69.8); MACD Above Signal; Analyst strong_buy; High Upside Potential (55.3%),2026-04-05T23:06:10.728157
DG,BUY,80,4,2,119.74,2.19,0.16,-20.51,31.7,128.1645,140.7682,-7.5333,-7.1352,0.8,47.65,17.480291,15.008661,,0.34,148.42857,23.96,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (31.7); MACD Below Signal; Reasonable P/E (17.5); Analyst buy; High Upside Potential (24.0%),2026-04-05T23:06:10.735880
CBL,HOLD,50,4,4,40.4,2.59,7.99,6.98,74.13,37.7377,36.8256,0.5954,0.3527,1.0,99.08,9.308756,-103.58975,,1.438,45.0,11.39,none,Uptrend (price > SMA20 > SMA50); RSI Overbought (74.1); MACD Above Signal; Price Above Upper BB; Low P/E (9.3),2026-04-05T23:06:10.743687
AIG,BUY,80,5,1,75.42,-0.19,-0.07,-5.69,46.2,75.552,76.2684,-0.6427,-0.6682,0.49,25.72,13.889503,8.524481,,0.601,87.5,16.02,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Low P/E (13.9); Analyst buy,2026-04-05T23:06:10.751393
INTU,WEAK_SELL,65,2,3,422.48,-0.8,-1.03,11.02,42.71,443.4295,442.452,-5.9826,-4.7469,0.64,15.81,27.46944,15.956352,,1.213,603.49,42.84,buy,Strong Downtrend (below both SMAs); MACD Below Signal; Analyst buy; High Upside Potential (42.8%),2026-04-05T23:06:10.759202
SFNC,WEAK_BUY,65,3,2,19.52,0.31,0.93,-8.04,71.36,19.0334,19.9625,-0.1273,-0.236,0.8,48.65,,9.185883,,0.901,22.28571,14.17,buy,RSI Overbought (71.4); MACD Bullish Crossover; Analyst buy,2026-04-05T23:06:10.766888
CALX,BUY,80,5,4,46.34,-1.13,-12.17,-16.67,32.39,50.4865,51.654,-1.065,-0.5787,1.43,40.36,178.23077,18.938095,,1.533,75.0,61.85,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (32.4); MACD Below Signal; Price Below Lower BB; High P/E (178.2); Analyst buy; High Upside Potential (61.8%),2026-04-05T23:06:10.774710
SEIC,STRONG_BUY,95,7,1,77.01,-1.32,-0.25,-5.38,37.94,78.4445,81.2098,-1.1494,-1.2435,0.69,42.15,13.678508,12.065031,,0.938,102.42857,33.01,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (37.9); MACD Bullish Crossover; Low P/E (13.7); Analyst buy; High Upside Potential (33.0%),2026-04-05T23:06:10.782446
ECL,BUY,80,4,1,264.28,-1.95,-1.59,-12.88,40.84,268.6319,283.6625,-6.0396,-6.621,0.7,48.67,36.35213,27.298409,,1.024,320.1905,21.16,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Analyst buy; High Upside Potential (21.2%),2026-04-05T23:06:10.790228
MGPI,WEAK_BUY,65,3,0,18.49,0.82,-0.75,-28.22,56.0,17.9118,21.5022,-0.75,-1.1088,0.67,11.0,,9.052631,,0.451,28.8,55.76,none,MACD Bullish Crossover; High Upside Potential (55.8%),2026-04-05T23:06:10.797917
ENSG,SELL,80,2,4,196.62,-1.74,-3.53,-6.63,23.73,204.6053,200.2973,-1.236,0.0573,0.94,78.46,33.667805,23.865442,,0.816,220.4,12.09,none,Strong Downtrend (below both SMAs); RSI Oversold (23.7); MACD Bearish Crossover,2026-04-05T23:06:10.805642
FIVE,WEAK_BUY,65,3,1,235.39,0.2,0.74,6.95,67.56,223.2585,213.2844,4.6783,4.184,1.01,98.85,36.381763,25.965359,,1.066,261.0909,10.92,buy,Uptrend (price > SMA20 > SMA50); RSI Elevated (67.6); MACD Above Signal; Analyst buy,2026-04-05T23:06:10.813324
VEEV,HOLD,50,2,2,173.98,0.72,-2.32,-3.51,43.11,182.242,187.5056,-4.2134,-3.6874,0.58,4.1,31.922935,17.59624,,1.103,270.93103,55.73,buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst buy; High Upside Potential (55.7%),2026-04-05T23:06:10.820955
TFC,BUY,80,5,2,47.16,0.96,3.9,-9.86,75.5,45.2145,48.9415,-0.7709,-1.245,0.91,60.07,12.34555,9.200138,,0.869,54.85714,16.32,buy,RSI Overbought (75.5); MACD Bullish Crossover; Low P/E (12.3); Analyst buy,2026-04-05T23:06:10.828637
OIS,HOLD,50,2,2,11.21,0.99,-6.51,-10.53,41.5,12.0545,10.9936,0.0378,0.2582,0.55,71.19,,14.653595,,1.273,13.5,20.43,buy,MACD Bearish Crossover; Analyst buy; High Upside Potential (20.4%),2026-04-05T23:06:10.836339
CUBI,BUY,80,6,2,70.41,-0.76,1.5,-3.5,72.35,67.4655,71.3418,-0.2934,-1.0018,0.94,70.79,11.247604,7.550687,,1.579,88.90909,26.27,buy,RSI Overbought (72.3); MACD Bullish Crossover; Low P/E (11.2); Analyst buy; High Upside Potential (26.3%),2026-04-05T23:06:10.844036
PNFP,BUY,80,6,1,87.47,-0.43,3.08,-13.36,69.71,84.7105,91.6568,-1.5443,-2.4118,0.64,16.23,11.156888,7.3696494,,0.999,113.60526,29.88,buy,RSI Elevated (69.7); MACD Bullish Crossover; Low P/E (11.2); Analyst buy; High Upside Potential (29.9%),2026-04-05T23:06:10.851731
AREB,BUY,80,4,1,0.065,0.0,0.0,-99.62,0.0,7.0693,118.8217,-43.5324,-59.8826,0.0,-0.0,,215.33334,,,,,none,Downtrend (price < SMA20 < SMA50); RSI Oversold (0.0); MACD Bullish Crossover,2026-04-05T23:06:10.859579
ROIV,HOLD,50,2,2,28.33,1.76,3.55,4.35,52.46,28.0195,26.6166,0.0982,0.2119,0.79,90.74,,-27.460066,,1.206,33.25,17.37,strong_buy,Uptrend (price > SMA20 > SMA50); MACD Bearish Crossover; Analyst strong_buy,2026-04-05T23:06:10.867494
DRVN,BUY,80,4,2,12.34,0.08,-3.29,-27.75,71.55,11.364,13.6752,-0.1688,-0.4774,0.59,25.55,,9.200374,,1.013,19.14444,55.14,buy,RSI Overbought (71.6); MACD Bullish Crossover; Analyst buy; High Upside Potential (55.1%),2026-04-05T23:06:10.875398
FLOC,BUY,80,4,3,20.62,3.25,-8.52,-11.54,37.59,22.257,22.1332,-0.5009,-0.1697,1.29,60.57,16.629032,11.850439,,,29.875,44.88,strong_buy,Strong Downtrend (below both SMAs); RSI Near Oversold (37.6); MACD Below Signal; Reasonable P/E (16.6); Analyst strong_buy; High Upside Potential (44.9%),2026-04-05T23:06:10.883151
SUPN,BUY,80,4,1,50.48,-1.87,0.84,-0.75,52.37,50.7095,51.0482,-0.3802,-0.4883,0.63,69.86,,11.962086,,0.732,63.16667,25.13,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (25.1%),2026-04-05T23:06:10.890860
BSCY,WEAK_BUY,65,2,0,20.781,0.32,0.58,-1.36,56.66,20.6922,20.8462,-0.064,-0.0814,0.41,67.78,,,,,,,none,MACD Bullish Crossover,2026-04-05T23:06:10.898423
BTTC,WEAK_BUY,65,2,1,1.33,-6.34,0.76,-16.35,42.27,1.3919,1.6106,-0.0574,-0.075,0.03,0.32,44.333336,,,,,,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover,2026-04-05T23:06:10.906019
POOL,BUY,80,4,1,202.93,1.42,0.38,-7.89,44.64,204.9972,228.9429,-7.1318,-8.3292,0.72,4.98,18.686003,17.05853,,1.262,266.0909,31.12,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Reasonable P/E (18.7); High Upside Potential (31.1%),2026-04-05T23:06:10.913704
AVAV,WEAK_BUY,65,3,2,184.36,0.47,-7.37,-30.33,37.54,203.717,240.0176,-17.3299,-17.3142,0.39,26.02,,45.499195,,1.376,311.4653,68.94,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (37.5); MACD Below Signal; Analyst buy; High Upside Potential (68.9%),2026-04-05T23:06:10.921454
OCFC,BUY,80,4,2,18.24,1.11,3.46,-5.69,57.76,17.7965,18.4979,-0.1345,-0.2181,0.67,62.5,15.589744,7.53719,,0.982,21.8,19.52,buy,MACD Bullish Crossover; Price Above Upper BB; Reasonable P/E (15.6); Analyst buy,2026-04-05T23:06:10.929332
AIFU,WEAK_BUY,65,3,2,1.47,6.52,-10.91,-17.42,30.6,1.695,1.8268,-0.1489,-0.1226,0.09,1.86,0.12570453,2.725926,,,,,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (30.6); MACD Below Signal; Low P/E (0.1),2026-04-05T23:06:10.937033
KOD,BUY,80,4,2,40.63,-5.09,78.59,60.72,72.26,28.0095,26.1954,3.7306,1.7499,1.58,88.62,,-11.89194,,2.396,56.33333,38.65,strong_buy,Uptrend (price > SMA20 > SMA50); RSI Overbought (72.3); MACD Above Signal; Analyst strong_buy; High Upside Potential (38.6%),2026-04-05T23:06:10.944807
RELY,SELL,80,3,4,16.02,1.71,-0.56,-6.59,59.28,15.9273,15.1637,0.054,0.1302,0.54,31.21,51.67742,10.713283,,0.089,21.33333,33.17,strong_buy,Uptrend (price > SMA20 > SMA50); MACD Bearish Crossover; High P/E (51.7); Analyst strong_buy; High Upside Potential (33.2%),2026-04-05T23:06:10.954345
ANPA,HOLD,50,2,2,8.95,-4.48,4.68,-3.97,54.34,8.67,29.9034,-4.5183,-6.1621,0.04,3.46,895.0,,,,,,none,MACD Bullish Crossover; High P/E (895.0),2026-04-05T23:06:10.961882
CLH,SELL,80,2,4,297.0,2.4,3.02,4.32,56.88,286.7,278.8198,2.2365,2.2642,0.96,97.9,40.796703,31.692036,,0.94,302.84616,1.97,buy,Uptrend (price > SMA20 > SMA50); MACD Bearish Crossover; Price Above Upper BB; Analyst buy,2026-04-05T23:06:10.969591
MLKN,HOLD,50,4,4,14.45,-0.34,-25.36,-34.73,23.87,17.529,19.4959,-1.4544,-1.0633,1.92,7.23,96.33333,7.2340426,,1.401,32.0,121.45,buy,Downtrend (price < SMA20 < SMA50); RSI Oversold (23.9); MACD Below Signal; High P/E (96.3); Analyst buy; High Upside Potential (121.5%),2026-04-05T23:06:10.977343
SHOP,SELL,80,2,4,118.25,-0.23,-0.14,-6.3,44.29,121.955,123.416,-2.9504,-2.8716,0.6,43.01,127.150536,51.396732,,2.822,160.15218,35.44,buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; High P/E (127.2); Analyst buy; High Upside Potential (35.4%),2026-04-05T23:06:10.985046
CIEN,SELL,80,3,4,447.76,7.79,2.3,33.68,66.21,378.0425,327.8952,25.6849,24.3194,1.04,98.7,285.19745,54.242313,,1.017,340.94443,-23.86,buy,Uptrend (price > SMA20 > SMA50); RSI Elevated (66.2); MACD Above Signal; High P/E (285.2); Analyst buy; Downside Risk (-23.9%),2026-04-05T23:06:10.992801
PUMP,SELL,80,1,4,13.94,3.26,-4.19,24.02,44.76,14.0675,12.548,0.53,0.7038,0.69,85.88,1394.0,32.3554,,0.631,14.0,0.43,buy,MACD Bearish Crossover; High P/E (1394.0); Analyst buy,2026-04-05T23:06:11.000466
U,BUY,80,4,3,22.75,3.6,27.81,24.66,67.01,19.8065,23.2448,-0.4815,-1.296,0.91,20.15,,18.164688,,1.998,32.03734,40.82,buy,RSI Elevated (67.0); MACD Bullish Crossover; Price Above Upper BB; Analyst buy; High Upside Potential (40.8%),2026-04-05T23:06:11.008182
LCID,WEAK_SELL,65,1,2,9.96,4.18,-6.74,4.29,50.69,10.0105,10.2202,-0.1488,-0.11,0.57,3.61,,-2.2574794,,1.163,14.22727,42.84,none,Downtrend (price < SMA20 < SMA50); MACD Below Signal; High Upside Potential (42.8%),2026-04-05T23:06:11.015935
BFS,WEAK_SELL,65,1,2,33.08,0.85,1.22,-5.3,50.42,33.125,33.4252,-0.2698,-0.2509,0.52,59.48,30.348625,24.32353,,0.941,45.5,37.55,none,Downtrend (price < SMA20 < SMA50); MACD Below Signal; High Upside Potential (37.5%),2026-04-05T23:06:11.023653
AVXC,BUY,80,4,1,67.727,-1.01,-1.25,-8.88,51.78,67.9885,70.2025,-0.9019,-0.9432,0.5,73.82,13.265717,,,,,,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Low P/E (13.3),2026-04-05T23:06:11.031150
BTBT,WEAK_BUY,65,3,2,1.37,-0.72,-13.84,-16.46,33.1,1.5365,1.7111,-0.1108,-0.095,0.68,3.64,,,,4.035,4.9,257.66,strong_buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (33.1); MACD Below Signal; Analyst strong_buy; High Upside Potential (257.7%),2026-04-05T23:06:11.038783
SOUN,WEAK_BUY,65,3,1,6.78,1.5,4.63,-13.3,44.37,7.0488,7.9235,-0.4856,-0.5228,0.48,5.81,,-678.00006,,2.966,14.625,115.71,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; High Upside Potential (115.7%),2026-04-05T23:06:11.046578
ROAD,HOLD,50,2,2,105.89,-6.21,-5.51,-19.72,41.83,113.8277,121.1643,-4.2692,-3.8917,1.58,53.3,47.914024,29.090658,,0.921,142.16667,34.26,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst strong_buy; High Upside Potential (34.3%),2026-04-05T23:06:11.054283
RUM,HOLD,50,2,2,4.98,-0.6,-2.54,-15.31,39.13,5.171,5.5546,-0.1908,-0.1876,0.79,5.65,,-16.064516,,0.715,22.0,341.77,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (39.1); MACD Below Signal; High Upside Potential (341.8%),2026-04-05T23:06:11.061931
YUM,WEAK_SELL,65,1,2,156.09,1.55,-1.93,-4.43,41.4,157.9415,158.9016,-1.3143,-0.8521,0.54,58.52,28.07374,20.915405,,0.662,171.91667,10.14,buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst buy,2026-04-05T23:06:11.069653
VMI,BUY,80,5,1,402.9,-0.92,-0.67,-14.34,46.29,406.5473,436.6619,-11.3279,-12.6368,0.95,64.35,23.982143,16.357828,,1.244,503.66666,25.01,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Reasonable P/E (24.0); Analyst buy; High Upside Potential (25.0%),2026-04-05T23:06:11.077505
MIDD,BUY,80,4,2,132.09,-0.54,-3.58,-17.84,32.85,139.3975,150.5582,-6.3419,-5.9457,0.66,36.28,18.762783,12.602792,,1.418,189.0,43.08,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (32.9); MACD Below Signal; Reasonable P/E (18.8); Analyst buy; High Upside Potential (43.1%),2026-04-05T23:06:11.085208
AVD,HOLD,50,2,2,2.42,-0.41,11.01,-54.43,20.07,3.1175,4.2372,-0.5914,-0.5819,0.82,9.56,,6.2051287,,1.431,,,none,Downtrend (price < SMA20 < SMA50); RSI Oversold (20.1); MACD Below Signal,2026-04-05T23:06:11.092845
SDRL,WEAK_SELL,65,1,3,45.63,2.4,1.47,3.21,63.21,44.146,42.494,0.8542,0.8876,1.05,92.17,,14.218585,,1.477,50.71429,11.14,none,Uptrend (price > SMA20 > SMA50); RSI Elevated (63.2); MACD Bearish Crossover,2026-04-05T23:06:11.100510
ATOM,WEAK_SELL,65,2,3,4.07,0.74,-10.55,-41.86,41.14,4.4138,4.1445,-0.1348,-0.0299,0.23,37.32,,-7.679246,,1.074,7.0,71.99,strong_buy,Strong Downtrend (below both SMAs); MACD Below Signal; Analyst strong_buy; High Upside Potential (72.0%),2026-04-05T23:06:11.108143
IMKTA,WEAK_BUY,65,3,0,91.12,1.01,5.26,4.32,59.79,86.778,84.2992,1.6733,1.3142,0.94,98.83,18.187624,19.387236,,0.649,,,none,Uptrend (price > SMA20 > SMA50); MACD Above Signal; Reasonable P/E (18.2),2026-04-05T23:06:11.115707
BOW,BUY,80,6,1,22.39,0.45,-0.04,-10.08,47.84,22.4425,23.9134,-0.5118,-0.6009,0.71,5.68,14.08176,9.22067,,,31.28571,39.73,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Low P/E (14.1); Analyst buy; High Upside Potential (39.7%),2026-04-05T23:06:11.123329
AKTS,HOLD,50,2,2,17.37,1.76,-6.81,-8.1,42.68,18.1815,19.1194,-0.644,-0.5596,0.9,18.35,,-10.442907,,,32.5,87.1,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst strong_buy; High Upside Potential (87.1%),2026-04-05T23:06:11.130846
OGS,BUY,80,4,2,88.9,2.7,4.32,3.95,56.02,86.253,84.1859,0.6009,0.5652,1.34,99.27,20.34325,17.873945,,0.742,90.14286,1.4,buy,Uptrend (price > SMA20 > SMA50); MACD Above Signal; Price Above Upper BB; Reasonable P/E (20.3); Analyst buy,2026-04-05T23:06:11.138491
BULG,WEAK_BUY,65,3,1,1.05,2.94,-14.63,-37.13,34.18,1.2385,1.7577,-0.2129,-0.2272,1.33,0.75,,,,,,,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (34.2); MACD Bullish Crossover,2026-04-05T23:06:11.145977
WBS,BUY,80,4,1,69.79,-0.65,0.49,-4.51,63.04,68.659,69.4783,-0.0522,-0.2106,0.45,87.7,11.828814,9.409084,,1.029,74.41667,6.63,hold,RSI Elevated (63.0); MACD Bullish Crossover; Low P/E (11.8),2026-04-05T23:06:11.153733
BWFG,SELL,80,3,4,49.42,0.24,3.13,1.88,70.99,47.3255,47.9265,0.3298,0.0221,0.79,91.57,11.1056185,8.985455,,0.615,52.0,5.22,none,RSI Overbought (71.0); MACD Above Signal; Price Above Upper BB; Low P/E (11.1),2026-04-05T23:06:11.161491
EBC,HOLD,50,3,3,19.85,0.35,2.43,-6.71,68.53,19.101,20.029,-0.0729,-0.2252,0.63,69.94,46.162792,9.007701,,0.764,23.25,17.13,buy,RSI Elevated (68.5); MACD Bullish Crossover; Price Above Upper BB; Analyst buy,2026-04-05T23:06:11.169224
OSPN,BUY,80,5,0,10.69,0.75,0.0,-4.91,53.04,10.5516,10.9008,-0.116,-0.161,0.52,7.69,5.68617,7.9776115,,1.506,16.25,52.01,none,MACD Bullish Crossover; Low P/E (5.7); High Upside Potential (52.0%),2026-04-05T23:06:11.177026
CP,HOLD,50,2,2,78.97,1.22,-1.16,-7.01,40.47,80.1149,80.6819,-0.9698,-0.7005,1.02,54.43,24.298462,18.584806,,1.19,87.43184,10.72,buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Reasonable P/E (24.3); Analyst buy,2026-04-05T23:06:11.184770
UMH,BUY,80,4,2,14.59,-0.21,1.74,-9.83,48.28,14.5565,15.2073,-0.2261,-0.2808,1.37,16.34,208.42857,85.82353,,1.02,19.35714,32.67,buy,MACD Bullish Crossover; High P/E (208.4); Analyst buy; High Upside Potential (32.7%),2026-04-05T23:06:11.192532
VRTS,BUY,80,5,1,127.26,-2.94,-3.95,-13.38,51.64,130.2485,140.9326,-2.8394,-3.591,1.12,6.05,6.372559,4.905984,,1.459,154.75,21.6,hold,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Low P/E (6.4); High Upside Potential (21.6%),2026-04-05T23:06:11.200403
ASPN,HOLD,50,2,2,3.69,6.34,7.27,2.22,51.11,3.3395,3.384,0.0321,-0.0039,0.92,18.58,,-922.5,,2.898,4.2,13.82,none,MACD Bullish Crossover; Price Above Upper BB,2026-04-05T23:06:11.208296
PEP,WEAK_BUY,65,2,0,157.01,1.53,3.48,-3.96,43.9,155.6005,158.37,-1.2115,-1.459,0.68,67.02,26.168333,17.172361,,0.41,170.53667,8.62,hold,MACD Bullish Crossover,2026-04-05T23:06:11.216055
CWCO,WEAK_BUY,65,3,0,33.99,2.72,5.84,-7.97,46.7,32.9832,35.5428,-0.7784,-1.0566,0.83,68.78,29.301727,22.07143,,0.56,43.0,26.51,none,MACD Bullish Crossover; High Upside Potential (26.5%),2026-04-05T23:06:11.223776
HBNC,HOLD,50,4,4,16.76,0.9,4.26,-6.41,72.31,16.0237,16.9391,-0.0927,-0.2426,0.66,63.74,,7.652968,,0.797,20.8,24.11,buy,RSI Overbought (72.3); MACD Bullish Crossover; Price Above Upper BB; Analyst buy; High Upside Potential (24.1%),2026-04-05T23:06:11.231451
OSK,BUY,80,4,0,147.51,-1.03,-0.26,-15.96,50.44,147.3555,157.6052,-3.965,-4.4951,0.85,68.19,14.721556,10.298409,,1.386,172.67117,17.06,none,MACD Bullish Crossover; Low P/E (14.7),2026-04-05T23:06:11.239183
ALIT,BUY,80,5,1,0.551,-4.67,2.42,-26.92,14.17,0.7162,1.0402,-0.1381,-0.1447,0.61,0.91,,1.5941652,,1.314,2.375,331.03,hold,Downtrend (price < SMA20 < SMA50); RSI Oversold (14.2); MACD Bullish Crossover; High Upside Potential (331.0%),2026-04-05T23:06:11.246821
MRNA,WEAK_SELL,65,1,2,49.2,-1.66,-8.11,-1.34,39.38,52.305,49.0882,0.1054,0.8263,0.43,72.23,,-10.585676,,1.336,44.9,-8.74,hold,RSI Near Oversold (39.4); MACD Bearish Crossover,2026-04-05T23:06:11.254494
NFE,WEAK_BUY,65,3,2,0.57,-2.4,-19.72,-53.28,14.48,0.864,1.1174,-0.1596,-0.1345,0.5,0.22,,-0.24568966,,1.207,3.33333,484.79,hold,Downtrend (price < SMA20 < SMA50); RSI Oversold (14.5); MACD Below Signal; High Upside Potential (484.8%),2026-04-05T23:06:11.262200
ROL,WEAK_BUY,65,3,1,53.93,0.82,0.84,-11.83,41.07,54.5075,58.7883,-1.5682,-1.7498,0.84,25.59,49.477062,38.434128,,0.84,63.66,18.04,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Analyst buy,2026-04-05T23:06:11.269849
IVT,WEAK_BUY,65,3,2,30.73,0.99,1.51,1.28,45.89,30.7078,30.2993,0.0116,0.0747,0.68,74.39,21.640846,236.38461,,-6.502,33.42857,8.78,buy,Uptrend (price > SMA20 > SMA50); MACD Bearish Crossover; Reasonable P/E (21.6); Analyst buy,2026-04-05T23:06:11.277678
BEAG,SELL,80,0,4,10.56,0.0,0.09,0.19,51.61,10.5735,10.5632,0.0017,0.0043,0.09,42.86,34.064518,,,,,,none,Strong Downtrend (below both SMAs); MACD Bearish Crossover,2026-04-05T23:06:11.285315
FIP,BUY,80,4,1,5.04,1.0,0.2,-14.66,46.99,5.0982,5.6383,-0.2045,-0.2191,0.54,40.12,,-3.8181818,,2.025,11.66667,131.48,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (131.5%),2026-04-05T23:06:11.292973
MTH,BUY,80,5,1,62.16,0.08,0.93,-19.53,48.44,62.4776,69.3632,-2.4655,-2.8784,0.71,15.46,9.788977,8.255397,,1.507,83.0,33.53,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Low P/E (9.8); High Upside Potential (33.5%),2026-04-05T23:06:11.300660
XYL,BUY,80,4,0,121.26,-1.0,-0.4,-5.44,53.39,120.681,128.092,-2.2146,-2.7773,0.75,38.64,30.933674,19.919344,,1.174,157.5294,29.91,buy,MACD Bullish Crossover; Analyst buy; High Upside Potential (29.9%),2026-04-05T23:06:11.308529
WHR,BUY,80,5,0,55.47,2.19,0.45,-33.48,44.79,55.275,69.7494,-4.3179,-5.2491,0.73,8.22,9.800354,7.6748743,,1.264,84.55556,52.43,none,MACD Bullish Crossover; Low P/E (9.8); High Upside Potential (52.4%),2026-04-05T23:06:11.316427
PFIS,BUY,80,5,3,54.62,0.76,3.86,-2.14,65.66,52.5885,53.3582,0.1831,-0.0733,2.49,83.44,9.289115,7.570339,,0.754,57.5,5.27,hold,RSI Elevated (65.7); MACD Bullish Crossover; Price Above Upper BB; Low P/E (9.3); High Volume + Price Up,2026-04-05T23:06:11.324333
BMRC,WEAK_BUY,65,3,2,25.84,-0.15,1.77,-4.97,78.7,24.6375,25.7807,0.0596,-0.1934,0.73,71.7,,10.041464,,0.823,29.6,14.55,buy,RSI Overbought (78.7); MACD Bullish Crossover; Analyst buy,2026-04-05T23:06:11.332264
